date,platform,spend,impressions,clicks
2024-01-30,ВКонтакте,19457,38914,1510
2023-04-05,Google Ads,80331,240993,5755
2023-10-28,Яндекс.Директ,81334,162668,3264
2023-12-05,Поиск (organic),4592,9184,234
2023-01-15,Email-рассылка,6977,20931,668
2023-02-02,Google Ads,73101,73101,1245
2023-03-14,Поиск (organic),74189,148378,4811
2023-04-17,Google Ads,48420,96840,3860
2024-12-29,Поиск (organic),91280,273840,5540
2023-05-14,ВКонтакте,96213,288639,10139
2024-06-24,Яндекс.Директ,5663,11326,238
2023-09-10,Email-рассылка,31448,94344,3683
2023-01-02,Email-рассылка,56847,170541,2200
2024-12-15,Google Ads,8244,24732,824
2023-05-15,Поиск (organic),10415,20830,461
2024-11-09,ВКонтакте,63871,63871,1324
2024-02-11,Поиск (organic),66881,133762,3128
2023-09-06,ВКонтакте,91081,91081,2359
2024-05-22,ВКонтакте,97385,194770,3340
2024-03-02,Поиск (organic),6605,19815,682
2023-05-29,Поиск (organic),81796,163592,2064
2024-07-01,Поиск (organic),40313,80626,1741
2024-07-07,Яндекс.Директ,85264,170528,5670
2023-07-10,Google Ads,42436,127308,5160
2023-12-21,Яндекс.Директ,53258,106516,3552
2024-06-12,Email-рассылка,99856,299568,9119
2023-06-20,Яндекс.Директ,76268,152536,7290
2025-01-16,Google Ads,39459,78918,3769
2023-12-02,Google Ads,62387,187161,2777
2023-08-13,ВКонтакте,58223,58223,2865
2023-07-24,ВКонтакте,17044,34088,352
2024-12-20,Google Ads,92737,278211,10209
2023-10-04,Поиск (organic),1396,2792,121
2024-10-17,Email-рассылка,33940,67880,1393
2023-10-06,Google Ads,45567,136701,6163
2024-03-06,Яндекс.Директ,33229,33229,770
2024-01-28,ВКонтакте,18038,18038,841
2023-03-04,Поиск (organic),11281,22562,644
2024-09-23,Поиск (organic),15543,46629,685
2024-08-12,Google Ads,91819,275457,9856
2023-05-07,Email-рассылка,5913,11826,484
2024-01-29,Яндекс.Директ,55918,55918,1279
2024-07-21,Email-рассылка,37524,75048,2295
2024-08-30,ВКонтакте,71604,143208,4605
2024-02-13,Google Ads,87383,262149,5081
2023-09-28,Email-рассылка,44770,44770,2176
2024-03-21,Google Ads,83442,250326,5215
2024-05-07,Яндекс.Директ,90947,272841,10478
2024-05-28,Поиск (organic),68024,204072,6445
2023-02-18,Email-рассылка,14926,44778,1968
2025-02-17,Email-рассылка,57823,173469,6834
2024-02-24,Поиск (organic),90143,90143,2191
2024-02-27,Google Ads,28777,28777,741
2024-09-13,Email-рассылка,85899,257697,5178
2024-02-05,ВКонтакте,7015,14030,651
2023-05-01,Яндекс.Директ,53921,161763,1996
2023-09-18,ВКонтакте,89215,89215,2080
2023-04-25,Поиск (organic),89497,178994,3731
2025-03-03,Google Ads,64156,128312,2607
2023-03-07,Поиск (organic),88267,88267,3430
2025-02-16,Google Ads,47995,47995,1991
2023-01-27,ВКонтакте,1901,1901,48
2024-11-11,Яндекс.Директ,35719,35719,1383
2023-08-24,Яндекс.Директ,95600,286800,4878
2023-12-19,Яндекс.Директ,4544,4544,54
2024-09-07,Google Ads,16626,16626,289
2023-06-30,Email-рассылка,79304,158608,7022
2024-02-15,Поиск (organic),36465,109395,2243
2024-07-29,Яндекс.Директ,30951,30951,857
2025-02-16,ВКонтакте,65599,131198,5709
2023-03-06,Яндекс.Директ,42340,42340,643
2024-08-10,Яндекс.Директ,40017,120051,4198
2023-10-17,Яндекс.Директ,51933,51933,1944
2024-09-29,Google Ads,22152,22152,879
2024-08-02,ВКонтакте,99724,199448,4075
2023-03-11,Поиск (organic),11638,34914,1556
2024-03-11,Поиск (organic),26687,53374,828
2024-04-04,Поиск (organic),74743,224229,4461
2024-02-12,Email-рассылка,53465,53465,1327
2024-08-22,Email-рассылка,48552,145656,6278
2024-04-29,Яндекс.Директ,10618,31854,685
2023-09-11,Яндекс.Директ,7289,21867,1059
2023-11-03,Поиск (organic),13442,26884,1102
2024-12-21,ВКонтакте,36220,108660,3448
2025-02-18,ВКонтакте,24538,24538,1067
2024-05-15,Google Ads,20203,60609,937
2024-10-28,Поиск (organic),23213,69639,1811
2023-06-20,Email-рассылка,4640,4640,73
2024-06-03,Google Ads,95518,286554,7894
2023-07-01,ВКонтакте,71145,213435,4959
2023-01-12,ВКонтакте,62962,62962,1662
2025-01-19,ВКонтакте,71316,213948,9139
2023-06-08,Google Ads,23004,69012,3275
2024-11-21,Поиск (organic),8356,16712,763
2024-06-01,Яндекс.Директ,91256,273768,4784
2023-07-24,Email-рассылка,69452,208356,8486
2024-08-06,Google Ads,84248,252744,5507
2024-09-15,Поиск (organic),82121,164242,6251
2023-01-20,Email-рассылка,78473,235419,8010
2023-11-11,Яндекс.Директ,42496,127488,3230
2024-08-09,Поиск (organic),69195,138390,6724
2024-08-02,Google Ads,87521,175042,8095
2024-06-24,Поиск (organic),60552,181656,2466
2023-12-11,ВКонтакте,85069,170138,4188
2025-01-29,Поиск (organic),81355,162710,2359
2023-07-25,Поиск (organic),2847,8541,250
2024-12-04,Email-рассылка,9190,18380,379
2025-01-01,Email-рассылка,23304,46608,1335
2023-12-10,Яндекс.Директ,97535,292605,4057
2024-05-06,ВКонтакте,97661,97661,4521
2023-03-10,ВКонтакте,10060,20120,206
2025-02-01,Google Ads,94088,188176,4004
2023-10-23,Яндекс.Директ,60217,180651,7715
2024-12-12,ВКонтакте,33664,33664,1220
2023-03-12,Яндекс.Директ,13638,13638,568
2023-03-05,Google Ads,77426,232278,7150
2023-09-24,ВКонтакте,68783,68783,1229
2024-12-08,ВКонтакте,82652,247956,2686
2024-04-16,Поиск (organic),82228,246684,10766
2023-08-14,Google Ads,62890,188670,9040
2025-01-01,Яндекс.Директ,38101,114303,4264
2023-09-21,Яндекс.Директ,77061,154122,1768
2023-09-06,Яндекс.Директ,20211,20211,696
2025-02-01,Яндекс.Директ,37257,111771,1587
2024-02-12,Поиск (organic),24234,72702,3501
2024-03-24,Email-рассылка,49328,49328,1290
2023-05-22,ВКонтакте,18450,55350,1890
2023-10-02,Google Ads,27835,55670,2470
2024-09-24,Google Ads,25920,51840,1745
2024-04-22,Яндекс.Директ,27643,27643,538
2023-01-28,Яндекс.Директ,35514,106542,5153
2023-02-20,Email-рассылка,11793,35379,567
2024-10-12,ВКонтакте,69195,207585,4659
2025-01-29,Google Ads,27066,81198,3633
2024-09-04,ВКонтакте,13746,13746,317
2023-04-01,Поиск (organic),16075,32150,418
2023-08-01,Email-рассылка,90270,180540,2148
2023-01-20,Яндекс.Директ,58349,58349,1397
2023-12-09,Яндекс.Директ,58485,116970,3175
2023-08-13,Поиск (organic),21150,63450,3076
2023-12-03,Яндекс.Директ,87945,87945,4109
2025-02-27,Яндекс.Директ,68103,68103,2602
2024-07-29,Яндекс.Директ,52481,157443,3946
2024-04-28,Google Ads,95366,95366,4015
2023-01-03,ВКонтакте,45136,90272,2694
2023-08-09,Поиск (organic),66705,200115,5704
2025-03-13,Поиск (organic),47451,47451,1467
2024-05-10,ВКонтакте,84502,84502,3303
2023-07-14,Поиск (organic),80974,161948,5734
2024-07-01,Google Ads,92651,277953,13001
2023-05-07,Поиск (organic),61577,61577,2252
2024-08-29,ВКонтакте,27017,54034,1844
2023-11-05,Google Ads,99699,299097,7964
2025-03-02,Яндекс.Директ,55098,55098,644
2024-09-30,Поиск (organic),40857,122571,2017
2023-08-10,ВКонтакте,86001,172002,7620
2023-11-04,Email-рассылка,15500,15500,705
2025-02-23,Поиск (organic),65194,65194,1113
2023-07-06,ВКонтакте,96763,96763,1459
2025-01-02,ВКонтакте,98009,196018,8357
2024-01-07,Поиск (organic),76571,229713,8670
2024-04-30,Яндекс.Директ,76730,230190,5980
2023-04-24,Яндекс.Директ,83305,249915,3989
2023-03-03,Email-рассылка,16591,16591,762
2024-03-10,Email-рассылка,35517,35517,1659
2024-08-26,Email-рассылка,24273,48546,1413
2025-02-23,Поиск (organic),76035,228105,7988
2023-09-02,ВКонтакте,8631,17262,424
2024-07-12,Поиск (organic),88781,88781,4373
2025-01-30,Email-рассылка,24840,24840,709
2024-10-15,Google Ads,46253,138759,5684
2024-04-18,Яндекс.Директ,70643,211929,2942
2023-09-16,Поиск (organic),20331,20331,481
2023-04-14,Поиск (organic),38120,76240,3604
2023-03-29,Яндекс.Директ,27607,27607,1204
2024-07-27,Яндекс.Директ,68787,137574,6734
2023-05-13,Поиск (organic),85935,257805,12869
2023-12-29,Google Ads,73585,220755,9343
2024-11-23,Email-рассылка,77360,154720,6581
2023-11-24,Яндекс.Директ,20560,61680,1448
2023-06-21,Яндекс.Директ,7598,7598,131
2025-02-21,Яндекс.Директ,84525,84525,1273
2023-08-06,Поиск (organic),28530,57060,1950
2024-12-31,ВКонтакте,65140,130280,1776
2023-08-15,Google Ads,3210,9630,301
2025-03-26,ВКонтакте,66954,133908,4760
2024-10-01,Email-рассылка,19851,39702,1962
2023-05-08,ВКонтакте,15986,31972,354
2024-03-29,ВКонтакте,82904,165808,1765
2023-07-28,Google Ads,71924,71924,3287
2024-06-22,Поиск (organic),36732,73464,2960
2023-08-08,Google Ads,55258,165774,3934
2024-11-22,ВКонтакте,33973,33973,532
2023-08-28,Google Ads,70591,211773,7863
2023-03-02,ВКонтакте,70130,140260,3418
2024-09-02,Яндекс.Директ,28299,84897,1468
2025-03-05,Google Ads,69600,208800,2918
2024-05-06,Google Ads,78353,78353,2227
2024-05-05,Google Ads,83505,167010,3234
2023-03-31,Email-рассылка,86250,172500,4136
2023-05-25,Яндекс.Директ,21186,42372,989
2025-01-16,ВКонтакте,67119,201357,9890
2024-09-24,Google Ads,49998,149994,2177
2024-10-16,Поиск (organic),93121,279363,12362
2024-07-14,Google Ads,63301,126602,4521
2025-01-08,Email-рассылка,88118,176236,4869
2024-08-16,Поиск (organic),19751,19751,424
2023-06-14,Google Ads,20493,20493,858
2023-04-30,Email-рассылка,79844,239532,4449
2023-07-19,Google Ads,86136,86136,2974
2023-04-29,Яндекс.Директ,24677,24677,907
2024-11-05,Яндекс.Директ,22078,44156,1276
2024-05-25,Поиск (organic),24931,49862,1741
2024-09-06,Поиск (organic),34688,34688,1356
2024-07-25,ВКонтакте,99727,299181,7276
2024-11-26,Яндекс.Директ,99216,99216,4413
2024-09-03,ВКонтакте,55061,165183,1789
2023-05-01,ВКонтакте,34898,34898,1620
2023-03-17,ВКонтакте,64671,64671,2006
2024-07-28,Google Ads,80606,80606,1266
2023-06-13,Email-рассылка,40465,80930,2214
2025-02-07,Email-рассылка,78494,156988,1764
2024-11-08,ВКонтакте,46076,138228,3145
2024-02-16,Поиск (organic),45298,90596,1812
2024-07-10,Поиск (organic),33606,33606,1363
2023-03-06,Поиск (organic),24603,49206,1757
2024-06-06,Поиск (organic),93968,187936,4589
2024-07-04,Поиск (organic),72612,217836,2406
2024-02-13,Email-рассылка,8887,17774,250
2024-04-29,Email-рассылка,86990,86990,4216
2025-03-23,Поиск (organic),30225,60450,1876
2024-03-01,Поиск (organic),21535,64605,745
2024-04-28,ВКонтакте,87042,261126,7733
2023-03-11,Email-рассылка,71739,71739,833
2024-10-25,ВКонтакте,20589,41178,514
2025-02-12,ВКонтакте,54211,54211,1763
2024-10-15,ВКонтакте,26884,26884,859
2023-01-28,Email-рассылка,83366,166732,4654
2024-12-26,ВКонтакте,44996,89992,4118
2024-02-12,Поиск (organic),20783,62349,840
2024-02-25,Email-рассылка,99461,298383,5899
2023-05-21,Поиск (organic),63479,190437,3304
2023-10-19,Google Ads,17697,53091,842
2023-10-17,Яндекс.Директ,35498,70996,1052
2024-08-25,Поиск (organic),52786,158358,7016
2024-09-28,ВКонтакте,6366,19098,498
2023-12-31,Email-рассылка,52851,158553,2548
2023-03-10,ВКонтакте,25510,25510,1160
2023-08-30,Поиск (organic),21270,21270,836
2023-07-22,ВКонтакте,87800,87800,3900
2023-05-26,Google Ads,87698,175396,8160
2023-03-05,Email-рассылка,96101,192202,4325
2025-01-30,Поиск (organic),86778,86778,1184
2025-02-23,Яндекс.Директ,23184,23184,662
2024-08-10,ВКонтакте,19509,58527,2388
2023-11-24,Email-рассылка,57910,57910,896
2024-04-22,Email-рассылка,39647,79294,2968
2023-06-15,Google Ads,79558,79558,3814
2023-08-30,ВКонтакте,45660,91320,1147
2023-03-05,Google Ads,11806,11806,127
2025-02-09,Google Ads,44795,134385,2050
2024-06-09,ВКонтакте,80981,242943,7277
2024-05-04,Email-рассылка,52405,157215,2886
2024-05-11,ВКонтакте,7168,21504,734
2023-05-31,Google Ads,58789,176367,5122
2024-08-26,Поиск (organic),17382,17382,526
2023-10-13,ВКонтакте,34599,103797,4487
2024-12-06,ВКонтакте,93865,281595,13291
2023-11-18,Яндекс.Директ,14905,29810,1401
2024-02-28,Поиск (organic),72439,72439,883
2024-12-19,Поиск (organic),13579,27158,1304
2025-02-14,Google Ads,29323,29323,900
2023-06-30,Email-рассылка,40510,40510,793
2023-07-04,Email-рассылка,99964,199928,7127
2023-10-27,Яндекс.Директ,13468,13468,162
2024-11-26,Яндекс.Директ,18316,54948,1559
2024-02-04,Поиск (organic),57351,57351,1086
2023-07-20,Яндекс.Директ,11699,35097,1705
2025-01-01,ВКонтакте,77429,154858,6051
2023-06-28,ВКонтакте,88197,88197,3716
2024-12-25,ВКонтакте,93268,279804,10813
2024-01-26,Google Ads,65270,65270,1122
2024-06-05,Поиск (organic),74488,74488,2658
2023-05-19,Яндекс.Директ,21140,63420,1148
2024-10-24,ВКонтакте,22714,22714,426
2024-10-25,ВКонтакте,10875,21750,980
2025-02-15,Поиск (organic),80248,80248,2597
2024-04-22,Google Ads,7772,7772,164
2023-11-29,Email-рассылка,97777,293331,9474
2024-11-20,Яндекс.Директ,2644,5288,222
2024-04-21,Google Ads,58586,58586,1531
2024-03-20,Поиск (organic),17398,52194,1625
2024-04-23,ВКонтакте,34568,34568,1483
2025-01-28,Google Ads,19332,38664,1501
2023-05-21,Яндекс.Директ,5330,15990,300
2024-05-06,Поиск (organic),33074,99222,4149
2024-10-07,ВКонтакте,64196,128392,2117
2023-06-03,Email-рассылка,86720,173440,2001
2024-03-15,ВКонтакте,86533,259599,3382
2024-06-25,Email-рассылка,16956,50868,1625
2024-04-15,Email-рассылка,13492,13492,647
2024-08-15,Email-рассылка,89543,89543,4393
2023-06-12,Яндекс.Директ,88371,176742,2210
2024-12-29,Email-рассылка,76490,152980,4583
2025-01-27,Яндекс.Директ,33199,33199,1197
2025-01-10,ВКонтакте,43122,129366,3481
2023-04-11,Google Ads,28129,84387,2785
2024-10-21,Google Ads,3016,9048,177
2023-10-12,Поиск (organic),98601,98601,988
2025-01-01,Яндекс.Директ,13403,40209,661
2024-01-27,Google Ads,18271,18271,885
2023-12-13,Поиск (organic),11874,35622,1278
2024-08-30,Яндекс.Директ,32540,97620,2606
2024-06-09,Email-рассылка,87645,262935,5055
2023-05-23,Email-рассылка,7932,23796,884
2024-11-10,ВКонтакте,70409,140818,3035
2023-06-03,ВКонтакте,4578,4578,68
2024-05-22,Email-рассылка,43380,86760,963
2024-01-10,Email-рассылка,39910,79820,3637
2023-03-12,ВКонтакте,27270,81810,3489
2023-06-06,ВКонтакте,86502,86502,3171
2025-03-01,Google Ads,65407,196221,5106
2024-02-25,Email-рассылка,69994,139988,2996
2024-10-31,ВКонтакте,38198,114594,1215
2023-11-22,ВКонтакте,40106,40106,841
2024-08-07,ВКонтакте,66523,66523,2075
2024-08-09,Email-рассылка,20489,61467,687
2024-07-09,ВКонтакте,8323,24969,408
2024-02-15,Google Ads,91527,274581,4320
2024-03-02,Google Ads,17557,35114,624
2024-11-06,Email-рассылка,9510,19020,528
2024-03-07,Яндекс.Директ,47052,47052,850
2023-09-24,Поиск (organic),78466,156932,4468
2023-03-13,Яндекс.Директ,30423,60846,2998
2023-02-23,ВКонтакте,34970,69940,988
2024-03-24,ВКонтакте,95236,190472,5862
2023-02-05,Яндекс.Директ,55919,167757,4642
2024-08-03,Google Ads,34490,34490,934
2023-06-27,Яндекс.Директ,92961,278883,4441
2024-03-16,Яндекс.Директ,96844,193688,7760
2024-04-29,Email-рассылка,97287,97287,1902
2025-01-03,Поиск (organic),56326,168978,7066
2023-12-17,Яндекс.Директ,44572,89144,3142
2023-10-21,Поиск (organic),2559,5118,56
2023-07-04,Поиск (organic),37187,74374,2395
2024-04-24,Email-рассылка,36997,110991,3252
2024-07-21,Email-рассылка,83720,251160,11840
2024-09-11,Google Ads,44169,132507,3152
2024-06-15,Email-рассылка,32983,98949,1095
2025-02-16,Email-рассылка,44910,89820,1034
2024-01-15,Email-рассылка,67220,201660,9798
2023-12-05,Поиск (organic),94214,282642,4415
2023-12-05,Яндекс.Директ,16929,33858,1445
2023-01-08,ВКонтакте,20508,41016,1514
2023-07-12,Поиск (organic),91531,274593,3424
2025-02-02,ВКонтакте,7525,15050,595
2024-12-13,Email-рассылка,54123,54123,2346
2024-07-28,Google Ads,61734,185202,6711
2023-08-02,Яндекс.Директ,50089,150267,6940
2024-04-25,Яндекс.Директ,19188,19188,632
2024-12-31,Яндекс.Директ,90794,181588,3718
2023-08-15,Поиск (organic),71686,71686,2885
2023-12-25,Яндекс.Директ,79220,237660,2390
2023-05-20,Email-рассылка,10538,31614,1238
2024-01-10,Яндекс.Директ,55789,55789,1079
2023-10-26,Поиск (organic),97863,293589,5718
2024-03-30,Яндекс.Директ,15444,46332,1952
2024-06-06,Яндекс.Директ,86886,173772,5448
2024-02-23,Поиск (organic),28338,28338,1267
2024-08-21,ВКонтакте,54195,108390,2902
2023-08-26,Email-рассылка,39326,78652,3431
2024-05-24,ВКонтакте,72916,218748,8868
2023-04-17,ВКонтакте,4566,13698,271
2023-10-14,ВКонтакте,94426,188852,7807
2024-02-13,Google Ads,78892,236676,9353
2025-03-14,Поиск (organic),41583,124749,1639
2023-10-21,Email-рассылка,44656,44656,1964
2023-07-05,Поиск (organic),80728,161456,4702
2024-05-24,Поиск (organic),97326,291978,6764
2023-09-17,Email-рассылка,33048,33048,461
2023-04-09,Google Ads,63950,63950,798
2025-01-26,Email-рассылка,21255,21255,800
2023-09-30,ВКонтакте,53724,53724,840
2023-12-28,Поиск (organic),44887,134661,2946
2025-03-06,Email-рассылка,97985,97985,2250
2023-02-04,Поиск (organic),81627,81627,2088
2023-09-25,ВКонтакте,80659,241977,4804
2023-08-03,ВКонтакте,56861,170583,4920
2023-04-03,Поиск (organic),83496,83496,3669
2024-10-29,Яндекс.Директ,5164,15492,255
2024-01-29,Google Ads,88132,176264,6648
2024-02-28,ВКонтакте,90278,270834,3890
2023-09-30,Google Ads,81350,162700,3006
2024-07-20,Email-рассылка,22031,66093,2511
2023-12-21,Google Ads,69968,209904,4536
2024-06-25,Яндекс.Директ,34987,69974,1079
2024-12-25,Яндекс.Директ,97766,195532,6913
2023-03-29,Поиск (organic),3067,3067,69
2024-05-21,Google Ads,79534,79534,2389
2023-08-26,Поиск (organic),47880,143640,1682
2024-10-20,Google Ads,35915,35915,897
2023-03-07,Яндекс.Директ,86788,173576,5705
2023-06-11,Email-рассылка,34284,68568,2332
2023-11-16,Email-рассылка,36406,109218,4824
2023-05-23,Email-рассылка,9289,18578,241
2024-04-17,Google Ads,13832,41496,1388
2024-03-01,Email-рассылка,51983,155949,2719
2023-05-05,ВКонтакте,96699,96699,1199
2023-12-02,Email-рассылка,65128,195384,2860
2023-04-20,Яндекс.Директ,75601,226803,3482
2023-12-22,Email-рассылка,23977,47954,1075
2024-05-15,Яндекс.Директ,10412,31236,526
2025-02-06,Яндекс.Директ,18552,55656,2428
2023-09-27,Поиск (organic),2076,4152,95
2024-06-30,Email-рассылка,9007,9007,211
2023-10-05,Google Ads,92062,92062,2533
2024-07-02,Email-рассылка,3529,3529,155
2024-07-27,Google Ads,86801,260403,10660
2023-08-17,Email-рассылка,99665,199330,8013
2023-08-27,Email-рассылка,43287,43287,1909
2023-11-05,Яндекс.Директ,36654,36654,494
2023-12-12,Email-рассылка,26878,26878,501
2023-02-05,Поиск (organic),97688,293064,7610
2024-10-27,ВКонтакте,20567,61701,2903
2024-08-05,Яндекс.Директ,12042,12042,210
2025-02-02,Поиск (organic),52556,52556,1555
2025-01-10,Яндекс.Директ,35827,107481,2668
2024-04-17,Email-рассылка,82379,82379,861
2024-10-16,Email-рассылка,50208,100416,2078
2023-01-31,ВКонтакте,41883,83766,2882
2023-11-03,Яндекс.Директ,69201,207603,8185
2024-01-24,Email-рассылка,58484,116968,1931
2023-12-24,ВКонтакте,61155,61155,2015
2025-01-20,Email-рассылка,80917,80917,2490
2024-07-29,Email-рассылка,84173,168346,7613
2025-01-21,Google Ads,42998,42998,1528
2024-05-15,Email-рассылка,27298,27298,387
2023-05-27,Google Ads,10321,20642,881
2024-09-15,Google Ads,11815,23630,542
2024-06-13,ВКонтакте,61587,184761,4839
2023-12-31,Google Ads,57162,171486,7761
2024-11-07,Яндекс.Директ,53496,160488,7710
2023-08-12,Яндекс.Директ,54692,109384,1186
2025-03-10,Google Ads,63959,191877,4768
2024-01-02,Поиск (organic),44348,44348,709
2024-09-28,Поиск (organic),28175,28175,687
2024-11-28,ВКонтакте,39647,39647,1101
2024-07-26,Поиск (organic),43536,130608,1945
2024-08-28,Google Ads,52762,52762,1481
2023-08-28,Google Ads,60497,60497,2495
2023-07-31,ВКонтакте,29993,59986,2265
2024-02-25,Google Ads,78775,78775,3028
2024-09-06,Google Ads,31899,63798,3023
2023-12-14,Поиск (organic),66954,200862,9134
2025-02-06,Google Ads,40017,40017,1056
2024-08-10,Email-рассылка,62413,62413,660
2024-05-08,Яндекс.Директ,16634,33268,1424
2023-08-18,Поиск (organic),60349,181047,7915
2023-08-21,Email-рассылка,56137,112274,1278
2023-02-24,Email-рассылка,33592,33592,632
2023-10-29,ВКонтакте,40652,81304,3541
2024-07-07,Поиск (organic),99425,99425,3706
2024-11-16,Поиск (organic),2961,8883,187
2023-11-11,Google Ads,9227,9227,242
2023-10-04,Email-рассылка,11648,34944,1607
2023-12-14,Яндекс.Директ,41150,82300,1892
2023-08-11,ВКонтакте,52937,105874,2546
2024-11-18,ВКонтакте,74323,148646,6629
2024-01-01,Поиск (organic),34956,34956,1007
2024-06-25,ВКонтакте,23702,47404,1900
2024-07-20,Google Ads,47295,94590,3133
2023-12-11,Email-рассылка,45674,91348,2336
2024-05-19,Поиск (organic),39033,78066,2727
2024-01-16,ВКонтакте,88336,88336,2223
2024-06-12,Яндекс.Директ,5091,10182,332
2025-03-29,Email-рассылка,45320,90640,2518
2024-08-22,Email-рассылка,39249,117747,1297
2023-08-07,Google Ads,60995,121990,1966
2023-09-20,Яндекс.Директ,30938,30938,967
2024-02-23,Яндекс.Директ,91427,182854,3179
2024-01-18,Поиск (organic),45555,136665,5675
2025-01-16,Поиск (organic),91790,91790,3822
2024-02-05,ВКонтакте,34687,34687,450
2025-02-12,ВКонтакте,14242,14242,693
2023-11-01,ВКонтакте,61480,184440,4763
2024-12-19,Яндекс.Директ,71951,143902,4587
2023-11-29,Email-рассылка,32826,32826,807
2024-08-18,Яндекс.Директ,16983,50949,2353
2024-07-31,Яндекс.Директ,53615,160845,6948
2025-03-30,Email-рассылка,72783,145566,5276
2023-08-09,Яндекс.Директ,10861,21722,734
2024-12-28,ВКонтакте,95273,190546,3820
2024-07-05,Поиск (organic),68376,68376,3117
2024-02-10,Google Ads,12495,37485,461
2024-12-28,Поиск (organic),15847,15847,311
2024-08-21,Поиск (organic),25395,76185,2960
2024-04-01,Email-рассылка,36809,36809,1313
2024-04-24,Email-рассылка,25827,77481,1497
2024-02-05,Яндекс.Директ,40362,40362,1954
2023-07-17,Email-рассылка,10077,30231,1472
2023-12-14,Google Ads,20588,41176,541
2023-02-14,Поиск (organic),97330,194660,5498
2024-02-12,Google Ads,51232,153696,5324
2025-03-02,Google Ads,58440,175320,4278
2023-12-26,Email-рассылка,71228,142456,3917
2025-01-18,Google Ads,1064,3192,119
2023-11-01,ВКонтакте,22838,45676,1464
2023-06-15,Яндекс.Директ,66595,66595,2581
2023-01-23,Google Ads,35090,70180,2133
2024-09-23,Яндекс.Директ,49371,49371,1686
2023-07-17,ВКонтакте,71769,215307,9232
2023-11-07,Email-рассылка,33775,67550,2377
2023-12-17,Email-рассылка,39568,118704,2698
2024-09-05,Яндекс.Директ,78412,156824,1808
2024-08-10,Яндекс.Директ,13378,26756,1202
2024-03-08,ВКонтакте,37516,37516,1605
2023-11-29,Поиск (organic),50074,150222,2712
2024-09-05,Google Ads,37392,37392,1050
2023-01-30,ВКонтакте,48235,96470,2168
2024-07-10,Google Ads,17480,52440,1810
2023-11-27,Google Ads,10354,20708,578
2024-01-22,ВКонтакте,62178,186534,4626
2024-03-19,Поиск (organic),34567,69134,1723
2023-09-18,Email-рассылка,76075,228225,5941
2025-02-25,Поиск (organic),4397,13191,480
2025-02-06,Яндекс.Директ,95904,191808,7952
2024-05-15,Google Ads,44608,89216,953
2024-05-07,Яндекс.Директ,24605,49210,1206
2023-12-05,Поиск (organic),14488,28976,755
2024-08-18,ВКонтакте,16841,16841,274
2023-08-07,ВКонтакте,66271,198813,6490
2023-06-03,Email-рассылка,1017,2034,78
2024-05-10,Google Ads,68277,204831,8093
2023-08-11,Email-рассылка,92372,184744,4310
2023-11-13,Яндекс.Директ,4450,8900,141
2024-05-30,ВКонтакте,56282,112564,3627
2024-12-16,Яндекс.Директ,35181,70362,2514
2023-09-04,Email-рассылка,99234,297702,11596
2024-05-20,Яндекс.Директ,34907,104721,3889
2023-09-10,Email-рассылка,75943,227829,4407
2024-03-12,Яндекс.Директ,94691,284073,13436
2023-07-19,Яндекс.Директ,16635,16635,315
2025-03-14,Поиск (organic),42985,42985,1829
2024-10-01,ВКонтакте,20271,60813,2123
2024-05-01,ВКонтакте,10188,20376,802
2024-12-09,Email-рассылка,35897,71794,1637
2023-05-21,Google Ads,81556,163112,5623
2023-09-27,Поиск (organic),80020,80020,3133
2024-10-04,Поиск (organic),84924,254772,11044
2023-09-03,Google Ads,12747,25494,616
2023-02-19,Google Ads,35440,106320,2499
2024-12-11,Яндекс.Директ,69955,139910,4786
2023-05-26,Google Ads,1104,3312,58
2024-06-16,ВКонтакте,23793,23793,260
2023-04-04,Email-рассылка,12208,36624,1600
2024-06-12,Яндекс.Директ,61436,184308,3820
2024-07-01,Яндекс.Директ,72594,217782,10546
2024-11-18,Поиск (organic),61836,123672,2307
2023-01-19,Яндекс.Директ,23997,71991,1611
2023-01-09,Email-рассылка,83727,167454,6106
2024-12-12,Поиск (organic),26406,52812,1311
2024-08-27,Поиск (organic),73580,147160,4153
2024-07-16,Email-рассылка,26303,78909,989
2024-06-06,Яндекс.Директ,58876,117752,5460
2025-01-25,Google Ads,46839,140517,4321
2024-10-26,Поиск (organic),70313,210939,8943
2024-05-28,Поиск (organic),23255,23255,712
2023-05-01,Поиск (organic),80871,80871,2189
2023-04-17,Google Ads,94275,188550,5461
2025-03-24,Поиск (organic),81550,81550,3325
2024-11-26,Google Ads,34449,68898,2286
2023-02-07,Яндекс.Директ,91148,182296,9084
2023-11-08,Google Ads,52477,157431,4409
2023-04-12,Поиск (organic),84391,168782,4365
2023-11-24,Поиск (organic),19875,59625,1063
2023-11-19,ВКонтакте,95029,190058,6685
2024-02-07,Google Ads,9916,9916,452
2023-11-05,Google Ads,66751,200253,3758
2024-05-14,Поиск (organic),89555,179110,8400
2024-12-05,Поиск (organic),29306,87918,944
2024-08-01,ВКонтакте,26973,26973,935
2024-05-08,ВКонтакте,63497,126994,4751
2025-02-28,Google Ads,31300,62600,1090
2023-05-06,Google Ads,76841,76841,1376
2023-01-02,Яндекс.Директ,53621,107242,5060
2023-03-16,ВКонтакте,8961,8961,138
2023-07-10,Поиск (organic),60023,60023,2588
2024-05-06,Яндекс.Директ,28380,28380,625
