client_id,recency,frequency,monetary
user_2144,199,5,93891
user_2146,17,4,59833
user_2147,145,7,106184
user_2148,137,6,113137
user_2149,354,2,24142
user_215,419,2,47271
user_2150,183,5,113704
user_2151,436,3,95817
user_2155,17,8,220135
user_2156,729,1,34580
user_2157,31,4,114016
user_2158,99,4,140270
user_216,294,3,78777
user_2160,14,8,253469
user_2161,104,6,151213
user_2162,86,4,107191
user_2164,112,7,194750
user_2165,62,9,241917
user_2166,71,10,294685
user_2167,222,2,46558
user_2168,7,8,146964
user_2169,206,6,159941
user_217,262,2,55277
user_2170,576,3,62330
user_2171,12,4,100596
user_2172,5,9,187492
user_2173,39,5,114089
user_2174,356,6,137989
user_2175,346,2,51075
user_2176,633,2,74638
user_2177,34,6,124933
user_2178,231,3,64955
user_2179,33,9,255273
user_2180,721,1,4411
user_2183,246,2,13696
user_2184,74,6,172794
user_2185,11,8,225543
user_2186,694,1,13596
user_2187,43,6,101180
user_2188,1,5,155814
user_2189,32,5,73246
user_219,40,6,149142
user_2190,94,3,86802
user_2191,187,6,148142
user_2192,394,2,38881
user_2193,133,5,153290
user_2194,22,2,13217
user_2195,670,1,42034
user_2196,23,9,274627
user_2197,84,5,141338
user_2198,28,4,97987
user_2199,97,9,190790
user_22,79,9,193742
user_220,28,4,138301
user_2200,63,3,80729
user_2201,569,1,16688
user_2202,155,4,101683
user_2203,770,1,8638
user_2204,67,3,54320
user_2205,40,10,220252
user_2206,165,2,62072
user_2207,309,1,27739
user_2208,2,7,184384
user_2209,165,5,99100
user_221,6,8,189580
user_2210,48,2,31008
user_2211,194,6,160593
user_2212,68,9,261768
user_2213,526,1,45305
user_2214,311,3,27115
user_2215,491,3,100372
user_2216,1,6,158816
user_2217,391,3,59185
user_2218,123,9,234069
user_2219,61,5,112552
user_2220,369,6,152445
user_2221,133,6,133029
user_2222,17,6,155243
user_2223,267,6,134954
user_2224,117,4,74161
user_2225,137,4,114240
user_2226,62,8,193188
user_2227,66,4,99037
user_2228,160,7,132711
user_2229,400,3,35700
user_223,434,2,71942
user_2230,38,4,85805
user_2231,4,6,129836
user_2232,174,3,124005
user_2233,98,7,117327
user_2234,33,3,78423
user_2235,488,2,67241
user_2236,66,5,144791
user_2238,328,3,52362
user_2239,154,2,22314
user_2240,37,9,177468
user_2241,801,1,13590
user_2242,118,3,76427
user_2243,51,2,69617
user_2244,437,3,63993
user_2245,83,9,173387
user_2246,270,2,46573
user_2247,231,2,30406
user_2248,672,1,46267
user_2249,54,6,194083
user_225,107,3,72234
user_2250,507,6,180619
user_2251,151,3,96036
user_2252,58,7,173937
user_2253,166,8,218089
user_2254,16,7,201732
user_2255,9,4,140755
user_2256,75,6,143441
user_2257,218,3,87769
user_2258,295,4,93487
user_2259,45,10,212510
user_226,8,10,278673
user_2260,638,3,68314
user_2261,32,6,97188
user_2262,18,9,247455
user_2264,86,6,148712
user_2265,1,7,225533
user_2266,422,1,26306
user_2267,107,7,78430
user_2268,533,2,50102
user_2269,3,8,193061
user_227,324,4,142033
user_2270,98,2,46187
user_2271,236,3,94230
user_2272,443,4,75273
user_2273,603,3,25795
user_2274,257,6,101745
user_2276,65,6,144370
user_2277,568,2,50629
user_2278,43,6,143421
user_2279,54,6,158171
user_228,12,5,98689
user_2280,424,2,57692
user_2281,282,2,56860
user_2282,105,2,40688
user_2283,117,9,170541
user_2284,813,1,9073
user_2285,29,4,138630
user_2286,125,10,226710
user_2287,60,2,50344
user_2288,140,10,247315
user_2289,206,1,7237
user_229,486,3,64287
user_2290,7,9,141452
user_2291,170,7,230648
user_2292,84,6,133529
user_2293,41,6,192420
user_2294,289,3,47559
user_2295,85,3,36870
user_2296,165,9,243002
user_2297,33,3,87570
user_2298,104,8,210673
user_2299,2,1,23696
user_23,80,7,152180
user_2300,12,9,178692
user_2301,52,6,74809
user_2302,166,3,91145
user_2303,194,2,48766
user_2304,6,7,179726
user_2305,351,1,37045
user_2307,5,4,101438
user_2308,33,9,180986
user_2309,65,8,185481
user_231,711,1,15466
user_2310,93,4,145871
user_2311,5,8,184440
user_2312,9,10,288771
user_2313,98,4,83678
user_2314,85,10,268966
user_2315,93,9,226591
user_2316,265,3,120492
user_2317,226,6,151694
user_2318,281,3,56595
user_2319,24,4,105118
user_232,6,10,283748
user_2320,105,4,101165
user_2321,225,6,166258
user_2322,196,7,151741
user_2324,233,3,47752
user_2327,75,10,161376
user_2328,280,1,49150
user_233,53,3,71688
user_2330,174,9,218493
user_2331,323,7,207190
user_2332,112,6,149391
user_2333,571,3,81286
user_2334,35,1,41200
user_2335,211,6,136290
user_2336,29,7,196341
user_2338,66,8,170753
user_2339,20,9,269711
user_234,49,5,133567
user_2340,32,5,71207
user_2341,171,4,80864
user_2342,1,10,236410
user_2343,197,4,98634
user_2344,14,6,131393
user_2345,36,7,194670
user_2346,247,5,106730
user_2347,103,10,183200
user_2349,90,6,67951
user_235,173,9,229070
user_2351,20,2,53027
user_2352,33,9,279498
user_2353,11,9,170720
user_2354,164,9,279331
user_2355,105,7,200172
user_2356,252,4,121857
user_2357,759,2,44490
user_2358,155,3,76846
user_2359,146,7,171532
user_236,417,2,43460
user_2360,196,6,153291
user_2361,59,7,200713
user_2362,293,2,67647
user_2363,69,5,137930
user_2364,37,10,121164
user_2365,212,8,194529
user_2366,173,3,52376
user_2367,15,8,154115
user_2368,152,5,116259
user_2369,142,6,168662
user_237,104,9,186512
user_2370,359,2,83205
user_2372,243,10,175620
user_2374,189,1,5617
user_2375,290,8,215474
user_2376,4,2,84841
user_2377,102,9,300036
user_2378,360,1,25541
user_2379,54,5,130354
user_238,126,8,193343
user_2380,163,2,22928
user_2381,322,6,166435
user_2382,135,10,346761
user_2383,100,6,171573
user_2384,146,8,166131
user_2385,80,3,92738
user_2386,164,4,67031
user_2387,135,8,232807
user_2388,161,3,91973
user_2389,4,7,139843
user_239,171,6,126041
user_2390,148,3,53007
user_2391,226,4,87118
user_2392,3,8,242189
user_2394,89,2,43701
user_2395,138,6,182364
user_2396,3,8,264746
user_2397,27,8,218370
user_2398,29,10,261889
user_2399,22,8,284463
user_24,38,5,120485
user_240,66,9,220292
user_2400,144,7,173844
user_2401,252,7,197527
user_2403,79,4,115346
user_2404,439,2,13533
user_2405,43,6,148754
user_2407,51,3,80046
user_2408,243,2,24372
user_2409,32,7,155031
user_241,281,6,97518
user_2410,87,3,54007
user_2411,802,1,42268
user_2413,25,6,149418
user_2414,76,3,84304
user_2415,1,7,225245
user_2416,37,1,49398
user_2417,229,4,92183
user_2419,108,2,38042
user_242,394,4,92388
user_2422,651,1,30152
user_2423,143,9,239028
user_2424,42,4,90327
user_2425,44,8,245769
user_2427,130,6,151877
user_2428,23,6,103967
user_2429,146,2,65878
user_2430,349,3,49660
user_2431,53,3,59052
user_2432,81,3,41956
user_2433,193,4,106129
user_2434,44,10,292819
user_2435,78,7,157297
user_2436,174,7,196994
user_2437,27,6,177743
user_2438,81,4,113088
user_2439,90,5,131676
user_244,503,1,7997
user_2441,298,2,21783
user_2442,82,4,102201
user_2443,14,8,283938
user_2444,113,2,4630
user_2445,162,10,281294
user_2446,51,7,169763
user_2447,103,3,68648
user_2448,12,5,129932
user_2449,248,7,202399
user_245,2,10,320313
user_2450,464,3,91157
user_2451,140,8,150762
user_2452,110,10,257273
user_2453,2,10,303015
user_2454,80,5,124988
user_2455,157,9,246675
user_2456,236,4,124348
user_2457,319,3,100656
user_2458,814,1,39998
user_2459,469,4,119254
user_246,199,10,234705
user_2460,455,3,119387
user_2462,136,1,18137
user_2463,155,9,230727
user_2464,90,8,195604
user_2465,2,10,233783
user_2466,175,4,142910
user_2467,113,5,103861
user_2468,32,5,78855
user_2469,102,6,101358
user_247,6,9,221757
user_2470,128,10,132889
user_2471,46,9,257720
user_2472,311,1,25264
user_2473,20,1,25304
user_2475,147,2,38661
user_2476,149,10,291554
user_2478,37,5,159577
user_2479,99,2,65684
user_2480,80,7,219965
user_2481,310,4,82752
user_2482,324,5,154265
user_2485,48,3,99660
user_2486,66,5,138414
user_2487,6,6,85639
user_2488,51,9,188956
user_2489,2,10,163057
user_249,156,5,64518
user_2490,576,2,16216
user_2491,150,10,249742
user_2492,109,3,63926
user_2493,83,8,194744
user_2494,63,9,189625
user_2495,124,9,92590
user_2496,511,2,28490
user_2497,19,8,136339
user_2498,160,1,17512
user_2499,338,2,85408
user_25,11,9,256374
user_250,370,6,204014
user_2500,53,1,39275
user_2501,125,7,224798
user_2502,50,9,181089
user_2503,75,5,112947
user_2505,49,5,151854
user_2506,182,6,191609
user_2507,96,8,205768
user_2508,148,1,15556
user_2509,743,1,26471
user_251,9,2,56862
user_2510,4,8,232310
user_2511,344,3,102528
user_2512,216,2,57233
user_2513,8,9,284233
user_2514,527,2,72044
user_2515,255,6,59065
user_2516,218,7,97735
user_2517,296,5,155828
user_2518,798,1,45744
user_2519,251,1,11767
user_252,760,1,7406
user_2520,110,3,108100
user_2521,121,8,186247
user_2522,45,5,108739
user_2523,169,2,15180
user_2524,456,4,75735
user_2525,8,9,226975
user_2526,359,3,104704
user_2527,171,8,195599
user_2529,80,7,160163
user_253,3,4,114250
user_2530,157,10,313067
user_2531,135,10,270461
user_2532,126,4,84374
user_2533,196,4,106523
user_2534,41,10,193474
user_2535,90,2,52753
user_2536,508,1,25663
user_2537,177,7,225490
user_2538,97,5,109705
user_2539,75,9,233169
user_254,274,3,104817
user_2540,145,9,188261
user_2541,78,4,111669
user_2542,14,9,206906
user_2544,121,10,271944
user_2545,16,9,233474
user_2546,401,2,68393
user_2547,111,10,305805
user_2548,143,9,249720
user_2549,244,9,104287
user_255,257,9,235445
user_2550,93,9,161831
user_2551,417,5,77651
user_2553,370,3,35621
user_2554,37,6,184245
user_2555,326,5,159500
user_2556,54,10,283611
user_2557,696,1,29285
user_2558,363,2,44935
user_2559,233,6,172623
user_256,431,1,31829
user_2560,53,4,160814
user_2561,83,9,239907
user_2562,541,2,42796
user_2563,168,10,261606
user_2565,66,7,159575
user_2566,82,8,150147
user_2567,128,9,202984
user_2568,282,1,24512
user_257,149,5,123914
user_2570,8,9,223553
user_2571,597,2,10122
user_2572,24,8,325463
user_2573,295,7,187459
user_2574,292,2,62070
user_2575,21,9,247766
user_2576,2,10,299398
user_2577,524,1,48755
user_2578,109,3,78394
user_2579,120,5,112583
user_2580,341,5,112446
user_2581,194,8,166150
user_2582,412,2,54308
user_2583,5,5,150266
user_2584,44,4,110311
user_2586,46,2,64968
user_2587,475,4,121194
user_2588,112,10,250874
user_2589,1,9,220793
user_259,121,7,189829
user_2590,551,1,47814
user_2591,66,10,293041
user_2592,106,9,276220
user_2593,219,5,51885
user_2594,140,4,110517
user_2595,502,1,49494
user_2596,157,8,254406
user_2597,44,6,164347
user_2598,107,3,90489
user_26,1,10,210878
user_260,156,4,122078
user_2600,12,7,136159
user_2601,142,2,23549
user_2602,226,8,206216
user_2603,89,6,178081
user_2604,221,10,273886
user_2605,126,2,13359
user_2606,19,9,265813
user_2607,146,6,187777
user_2608,796,1,14788
user_2609,146,3,64722
user_261,26,7,175576
user_2611,7,10,155191
user_2612,86,2,56216
user_2614,33,10,168059
user_2615,7,9,203497
user_2616,13,9,276931
user_2617,96,6,132293
user_2618,443,2,74810
user_2619,3,1,39914
user_262,178,10,199585
user_2620,126,6,145080
user_2621,210,7,139263
user_2622,253,10,291785
user_2623,128,3,62513
user_2624,131,4,100600
user_2625,47,5,127823
user_2626,724,1,18125
user_2627,54,8,223782
user_2628,65,6,142968
user_2629,438,2,60521
user_263,73,4,145734
user_2630,93,4,97418
user_2631,39,10,294720
user_2632,149,6,158748
user_2633,42,10,280698
user_2634,430,2,51105
user_2635,48,3,95976
user_2637,53,2,73701
user_2638,277,3,27369
user_2639,34,8,179197
user_264,60,9,231760
user_2640,107,6,144789
user_2641,105,9,259796
user_2642,111,4,53407
user_2643,179,7,154051
user_2644,34,7,168480
user_2645,369,3,84934
user_2646,9,7,128975
user_2647,2,10,164373
user_2648,6,10,236199
user_2649,408,3,62747
user_265,102,5,74956
user_2650,91,4,37567
user_2651,64,6,129419
user_2652,262,3,40149
user_2653,258,3,87394
user_2654,122,9,175013
user_2655,3,10,240932
user_2658,249,6,172507
user_2659,4,10,188450
user_2660,8,10,274484
user_2661,85,2,34703
user_2662,689,3,49145
user_2663,184,2,73871
user_2664,261,2,47283
user_2665,502,2,70579
user_2666,636,4,99771
user_2667,15,9,245601
user_2668,650,2,72316
user_2669,119,4,90400
user_267,263,2,80610
user_2670,140,6,137839
user_2671,22,5,145921
user_2672,114,5,123495
user_2674,145,2,81099
user_2675,55,2,49367
user_2676,414,3,122821
user_2677,174,3,72183
user_2678,223,5,120381
user_2679,582,2,39964
user_268,60,6,141135
user_2681,18,8,249555
user_2682,12,8,124179
user_2683,242,4,98269
user_2684,27,9,158324
user_2685,68,7,124705
user_2686,46,8,125034
user_2687,64,2,66338
user_2688,146,4,67316
user_2689,287,3,112820
user_269,339,4,55627
user_2690,16,7,228168
user_2692,20,10,247114
user_2693,96,8,208080
user_2694,129,7,169470
user_2695,30,2,35905
user_2696,2,10,201415
user_2697,1,3,90259
user_2698,50,7,170451
user_2699,347,5,88773
user_27,153,10,290973
user_270,77,5,144099
user_2700,110,4,75645
user_2701,96,10,221296
user_2702,133,7,173974
user_2703,47,9,208371
user_2704,401,1,35122
user_2705,48,9,211799
user_2706,109,9,275484
user_2707,130,6,186640
user_2708,52,6,106041
user_2709,3,10,200699
user_271,158,5,102746
user_2710,73,6,160320
user_2711,25,5,94856
user_2712,57,5,117349
user_2713,76,7,191764
user_2714,218,3,47417
user_2715,259,3,101529
user_2716,62,2,27115
user_2717,127,6,65662
user_2718,349,3,67290
user_272,78,2,54218
user_2720,30,5,149246
user_2721,799,1,12809
user_2722,493,1,42162
user_2724,170,6,132511
user_2725,179,2,45443
user_2726,27,6,207243
user_2727,388,3,69684
user_2729,89,7,130409
user_273,275,2,71856
user_2730,125,2,16442
user_2731,5,4,105271
user_2732,32,7,165354
user_2733,65,5,145567
user_2734,138,9,178783
user_2735,70,7,179610
user_2736,677,3,67047
user_2737,641,2,42433
user_2738,224,2,32586
user_2739,25,9,240521
user_274,87,3,20441
user_2740,203,7,155967
user_2741,99,9,209178
user_2742,98,7,197626
user_2743,202,7,236660
user_2744,7,5,130062
user_2745,38,7,166108
user_2746,309,4,147918
user_2747,404,2,62058
user_2748,665,1,37387
user_2749,81,5,105902
user_275,131,8,202123
user_2750,24,2,32689
user_2751,21,9,233946
user_2753,229,3,77488
user_2754,194,1,27727
user_2755,119,5,84063
user_2757,16,7,246574
user_2758,95,8,190001
user_2759,467,3,34283
user_276,86,2,43610
user_2760,27,8,191439
user_2761,67,10,229462
user_2762,147,2,54821
user_2763,33,5,120833
user_2764,10,10,206138
user_2765,30,9,159425
user_2766,50,8,177716
user_2767,127,1,4655
user_2768,80,5,170706
user_2769,9,10,288469
user_277,48,6,85165
user_2770,10,10,287692
user_2771,160,7,195045
user_2772,171,3,95702
user_2773,1,10,184217
user_2774,4,3,86366
user_2777,111,6,159621
user_2778,109,9,224360
user_278,169,1,20833
user_2780,129,5,82407
user_2781,99,10,227316
user_2783,128,3,67537
user_2784,219,8,182149
user_2785,22,7,164345
user_2786,353,4,91490
user_2787,97,9,221661
user_2788,249,3,73560
user_2789,138,5,178362
user_279,77,3,81705
user_2790,151,9,210004
user_2791,644,2,35845
user_2792,58,5,99954
user_2793,172,4,60713
user_2794,249,7,154969
user_2795,51,6,136857
user_2796,31,6,141075
user_2797,34,7,151657
user_2798,28,8,183560
user_2799,114,5,73861
user_28,268,6,68921
user_280,234,8,147647
user_2800,33,2,27231
user_2801,35,9,237547
user_2802,37,8,238861
user_2803,28,3,66790
user_2804,657,2,51035
user_2805,83,3,105950
user_2806,46,2,41038
user_2807,282,5,168802
user_2808,27,6,213188
user_2809,34,8,113203
user_281,177,8,191603
user_2810,583,3,55815
user_2812,539,1,19044
user_2814,252,2,66598
user_2815,321,5,108339
user_2816,237,1,39392
user_2817,24,9,233976
user_2818,108,10,218659
user_2819,141,5,75484
user_282,91,6,170066
user_2820,168,8,234820
user_2821,266,3,43647
user_2822,439,1,47076
user_2823,166,5,117012
user_2824,606,2,45887
user_2825,448,3,98654
user_2826,22,10,239077
user_2827,283,4,109360
user_2828,186,2,76485
user_2829,325,1,36823
user_283,33,6,87768
user_2830,2,8,128047
user_2831,115,4,90733
user_2832,30,3,104811
user_2833,106,10,262483
user_2834,23,4,75984
user_2835,147,4,40132
user_2836,104,4,109480
user_2837,200,3,56688
user_2838,7,5,141942
user_2839,254,5,101441
user_284,443,7,125506
user_2840,401,3,43192
user_2842,24,8,117104
user_2843,234,10,225284
user_2844,324,3,84969
user_2845,239,1,23195
user_2846,289,1,8107
user_2847,260,3,77743
user_2848,215,3,89636
user_2849,180,3,129444
user_285,309,4,57986
user_2851,9,8,293504
user_2852,19,7,179295
user_2853,272,2,36585
user_2854,331,6,157138
user_2855,241,9,297127
user_2856,567,1,20986
user_2857,120,5,119956
user_2858,191,1,17005
user_2859,91,2,41840
user_286,14,9,260276
user_2860,631,1,9663
user_2861,418,3,38811
user_2862,55,7,192745
user_2863,98,1,28599
user_2864,41,3,87170
user_2865,319,5,145065
user_2866,29,8,182606
user_2868,73,9,281683
user_2869,248,4,60443
user_287,291,8,207498
user_2870,454,2,29838
user_2871,57,8,260272
user_2872,96,8,238847
user_2873,176,10,265233
user_2874,6,10,225462
user_2875,804,1,14139
user_2876,188,9,240333
user_2877,237,2,55626
user_2879,194,2,36794
user_288,274,3,72746
user_2880,366,2,49707
user_2881,396,3,103012
user_2882,21,2,67717
user_2883,9,7,133374
user_2884,108,10,263817
user_2885,241,4,126910
user_2886,482,2,37183
user_2887,144,4,115488
user_2888,209,5,86911
user_2889,32,6,145478
user_289,213,1,9353
user_2890,522,1,412
user_2891,118,9,224293
user_2892,210,10,201495
user_2895,34,8,242855
user_2896,135,3,70990
user_2897,22,6,104719
user_2898,429,5,138877
user_2899,100,5,95315
user_29,34,6,94225
user_290,77,1,10590
user_2900,101,7,199354
user_2901,357,2,62718
user_2902,225,4,115037
user_2903,176,9,279398
user_2904,102,7,219038
user_2905,57,7,77322
user_2906,39,8,188884
user_2907,15,9,178010
user_2908,129,7,179747
user_2909,245,5,114678
user_291,43,7,168339
user_2910,159,1,29454
user_2911,435,2,64223
user_2912,818,1,49741
user_2913,65,9,206819
user_2914,57,2,11243
user_2915,124,8,202146
user_2916,15,7,130676
user_2917,136,8,239984
user_2918,81,10,339486
user_2919,60,10,225725
user_292,118,9,200889
user_2920,144,2,71761
user_2922,590,2,80189
user_2923,94,4,144521
user_2924,54,7,107778
user_2925,26,5,82025
user_2927,47,5,184366
user_2929,2,10,219529
user_293,22,9,217477
user_2930,623,4,79776
user_2931,232,4,49338
user_2932,114,4,108086
user_2933,62,6,135829
user_2934,184,4,64352
user_2935,204,9,164557
user_2936,222,4,117835
user_2937,302,4,103250
user_2938,625,3,102461
user_2939,33,4,79743
user_2940,53,6,145858
user_2941,29,4,101621
user_2942,558,4,98474
user_2943,127,5,165207
user_2944,306,1,895
user_2945,29,9,219921
user_2946,186,5,105445
user_2947,28,5,70963
user_2948,10,2,53279
user_2949,369,8,151259
user_295,714,1,15512
user_2950,149,6,133521
user_2951,47,6,208272
user_2952,64,8,187300
user_2953,209,2,10975
user_2954,89,4,129831
user_2955,102,3,78291
user_2956,87,10,242908
user_2957,41,7,233876
user_2958,148,4,76233
user_2959,60,7,198837
user_2960,128,10,274896
user_2961,22,10,246222
user_2963,33,3,76954
user_2964,168,10,304607
user_2965,565,4,79240
user_2966,37,4,52265
user_2967,128,10,219690
user_2968,311,6,127171
user_2969,125,8,234252
user_297,260,7,165265
user_2970,25,2,33677
user_2971,385,1,45716
user_2972,4,9,277249
user_2973,12,5,109525
user_2974,47,5,141583
user_2975,25,9,155616
user_2977,34,9,209536
user_2978,18,3,110132
user_2979,224,6,183118
user_298,240,7,199179
user_2980,7,6,138101
user_2981,48,4,93895
user_2982,88,3,58512
user_2983,35,2,61045
user_2984,13,5,178295
user_2985,146,9,220991
user_2986,104,8,228181
user_2987,98,4,71926
user_2988,41,2,39854
user_2989,111,3,84572
user_299,122,3,72190
user_2990,125,4,52164
user_2991,3,10,283163
user_2992,39,7,158633
user_2993,162,5,97450
user_2996,103,9,180065
user_2997,189,3,93534
user_2998,499,3,120252
user_2999,750,1,27831
user_3,380,1,33416
user_30,80,10,241687
user_300,527,1,22091
user_3000,684,1,19137
user_3001,85,8,270468
user_3004,13,2,30150
user_3005,209,1,48849
user_3006,10,8,260618
user_3007,259,4,125752
user_3009,168,8,191581
user_301,99,3,71400
user_3010,299,6,124395
user_3011,261,2,25390
user_3012,162,9,234797
user_3013,430,2,28191
user_3014,120,5,110871
user_3015,71,8,241934
user_3016,66,1,26850
user_3017,53,7,200895
user_3018,246,2,30381
user_3019,6,7,179914
user_302,115,5,148075
user_3021,28,6,190178
user_3023,257,4,77466
user_3024,1,10,240742
user_3025,22,4,142765
user_3026,21,10,260540
user_3027,5,8,121437
user_3028,173,7,202982
user_3029,174,7,222046
user_303,280,5,91142
user_3030,211,8,261702
user_3031,25,5,127709
user_3032,16,3,71475
user_3033,154,5,170078
user_3034,667,1,10676
user_3035,808,1,31748
user_3036,61,5,104344
user_3037,365,4,147283
user_3038,60,10,213750
user_3039,139,4,56562
user_304,313,3,115048
user_3040,278,1,44408
user_3041,115,7,184828
user_3042,124,7,136884
user_3043,770,1,45230
user_3044,739,1,28001
user_3045,51,10,276781
user_3046,83,7,176803
user_3048,5,3,45259
user_3049,346,3,54207
user_305,91,10,230678
user_3050,127,4,100307
user_3051,572,1,2019
user_3052,254,9,218689
user_3053,415,1,37397
user_3054,256,9,250437
user_3055,314,4,80731
user_3056,82,2,20807
user_3057,75,5,99807
user_3058,31,9,252264
user_3059,26,8,170246
user_3060,122,3,79737
user_3061,96,8,169467
user_3062,166,9,255012
user_3063,57,7,156500
user_3064,599,5,98169
user_3065,21,5,112739
user_3066,17,6,164305
user_3067,82,1,1457
user_3068,30,10,200238
user_3069,20,8,201848
user_307,170,4,65350
user_3070,197,7,195914
user_3071,73,6,194453
user_3072,152,6,141251
user_3073,133,1,3139
user_3074,38,10,212578
user_3075,70,10,239923
user_3076,213,4,120290
user_3077,12,10,284097
user_3078,89,10,283837
user_3079,84,7,75850
user_308,5,10,224290
user_3080,120,4,58398
user_3081,247,7,241906
user_3082,14,9,255744
user_3083,233,8,275939
user_3084,9,4,47707
user_3085,124,5,115802
user_3088,19,4,89944
user_3089,203,8,179984
user_309,338,2,59644
user_3090,185,9,224736
user_3091,286,3,77258
user_3092,81,4,67834
user_3093,381,2,71370
user_3094,180,6,117484
user_3095,92,4,102711
user_3096,269,6,123135
user_3097,51,2,43345
user_3098,103,3,52791
user_3099,306,1,36404
user_31,478,4,96141
user_3100,111,8,194352
user_3101,56,4,102813
user_3102,24,10,254034
user_3103,200,1,32875
user_3104,233,5,70445
user_3105,124,7,87928
user_3106,60,6,158992
user_3107,84,7,132316
user_3108,405,3,103539
user_3109,6,10,252391
user_311,2,10,301855
user_3110,219,6,160066
user_3111,496,1,47230
user_3112,179,1,34134
user_3113,226,2,60424
user_3114,89,1,29311
user_3115,40,9,218974
user_3116,575,1,27220
user_3117,370,6,183150
user_3118,95,4,92534
user_3119,130,8,107872
user_312,102,5,103848
user_3120,346,2,48644
user_3121,351,1,47916
user_3122,201,2,45938
user_3123,320,2,64081
user_3124,84,7,107769
user_3125,103,4,74470
user_3126,381,2,49872
user_3127,19,8,222497
user_3128,51,2,21587
user_3129,9,8,220678
user_313,219,8,281792
user_3130,83,9,243405
user_3131,553,2,81545
user_3132,44,1,7466
user_3133,317,3,110308
user_3134,10,10,183197
user_3135,25,6,169102
user_3136,515,1,49095
user_3137,63,4,91453
user_3139,478,5,151568
user_314,247,6,120548
user_3140,145,2,23815
user_3141,45,9,251860
user_3142,134,7,176778
user_3143,82,5,59972
user_3144,425,7,211681
user_3145,52,8,210389
user_3147,165,3,73929
user_3149,21,7,145981
user_315,536,1,26756
user_3150,85,8,142663
user_3151,48,6,128888
user_3152,122,9,194490
user_3154,96,10,288255
user_3155,311,4,70265
user_3156,27,9,241176
user_3157,188,4,117001
user_3158,70,9,251091
user_3159,1,10,230999
user_316,34,8,180451
user_3160,419,2,80642
user_3161,51,6,176225
user_3162,93,6,119177
user_3163,124,10,271904
user_3164,124,4,84467
user_3166,9,10,324169
user_3167,133,6,125827
user_3168,99,10,269066
user_3169,95,6,141666
user_317,326,9,151663
user_3170,165,6,130751
user_3171,39,9,206282
user_3172,601,1,25208
user_3173,481,2,74959
user_3174,271,2,48830
user_3175,27,4,95550
user_3176,65,3,78570
user_3177,13,9,170419
user_3178,582,3,107106
user_3179,698,1,17747
user_318,27,6,129285
user_3181,3,6,168382
user_3182,9,8,196125
user_3183,77,10,282617
user_3184,16,4,71343
user_3185,121,6,155897
user_3186,165,3,101827
user_3187,305,8,190045
user_3188,56,7,175225
user_3189,86,3,80042
user_319,13,9,191486
user_3190,145,2,50814
user_3191,423,5,127422
user_3192,4,8,202664
user_3194,325,2,34630
user_3195,36,6,126969
user_3196,13,6,193052
user_3197,376,5,91416
user_3198,197,10,179462
user_3199,318,6,166678
user_32,277,3,128017
user_320,176,2,41496
user_3200,119,7,147174
user_3201,15,7,213494
user_3202,115,7,113274
user_3203,212,5,125454
user_3204,21,10,306287
user_3206,3,4,153529
user_3207,77,7,139557
user_3208,738,2,88257
user_3209,43,5,110370
user_321,214,2,32211
user_3210,149,2,61817
user_3211,204,8,213986
user_3212,37,8,200957
user_3213,5,8,250747
user_3214,676,1,21489
user_3215,149,4,91262
user_3216,7,6,148757
user_3217,304,3,50053
user_3218,227,2,49203
user_322,705,3,96662
user_3220,316,4,104478
user_3222,111,9,254047
user_3223,88,7,124196
user_3224,82,6,131023
user_3225,74,1,32995
user_3226,575,3,81586
user_3227,39,6,171197
user_3228,17,3,89463
user_3229,242,7,103745
user_323,91,8,204999
user_3230,159,5,87099
user_3232,229,7,133628
user_3233,548,2,23487
user_3234,255,4,94546
user_3235,422,2,69585
user_3236,156,7,98927
user_3237,518,1,44780
user_3238,3,9,257680
user_3239,75,7,222696
user_324,450,2,46167
user_3240,62,10,294988
user_3241,245,5,121127
user_3242,135,9,230807
user_3244,17,9,204672
user_3245,90,9,206651
user_3246,246,2,49146
user_3247,60,10,254524
user_3248,39,3,27959
user_3249,39,2,27911
user_325,181,4,103266
user_3250,109,6,183548
user_3251,37,6,146951
user_3252,11,7,177941
user_3253,56,5,86330
user_3254,72,10,283467
user_3257,375,2,45821
user_3258,276,2,87049
user_3259,76,10,262472
user_326,194,8,156044
user_3260,15,2,67722
user_3261,128,7,170409
user_3262,12,9,254649
user_3263,190,10,243628
user_3264,116,3,34756
user_3265,65,6,189072
user_3267,32,5,139454
user_3268,764,1,3191
user_3269,68,8,270663
user_327,463,1,1442
user_3270,69,1,5461
user_3271,96,10,199020
user_3272,253,1,12568
user_3273,1,10,303388
user_3274,718,1,36315
user_3275,139,6,140170
user_3276,14,2,38998
user_3277,21,9,164534
user_3279,63,9,226376
user_328,157,3,106874
user_3280,194,10,272818
user_3281,52,6,201748
user_3282,18,6,160132
user_3283,98,8,147231
user_3284,207,5,122936
user_3285,186,10,273104
user_3286,213,5,112978
user_3287,627,1,23973
user_3288,138,10,306906
user_3289,1,7,142985
user_329,1,5,104935
user_3290,707,1,32454
user_3291,175,9,283524
user_3292,59,3,46218
user_3293,69,6,147657
user_3294,103,3,61912
user_3295,65,7,115379
user_3296,124,3,56429
user_3297,16,9,184412
user_3298,206,4,88447
user_33,86,6,146606
user_330,33,4,86399
user_3300,197,3,89977
user_3301,88,3,86605
