client_id,recency,frequency,monetary,cluster,predicted_ltv
user_2097,35,7,220231,2,8538186.46153846
user_2098,27,4,116643,0,2946770.5263157897
user_2099,93,6,158051,0,2775529.756097561
user_21,42,7,121239,0,4243365.0
user_210,287,5,157257,0,892941.9558359622
user_2100,102,5,108360,0,1477636.3636363635
user_2101,120,4,114630,0,1100448.0
user_2102,180,8,209931,2,2879053.714285714
user_2104,150,9,212406,2,3823308.0
user_2105,22,10,292852,2,20274369.230769232
user_2106,136,4,67618,3,586565.7831325302
user_2107,7,9,252333,2,22096187.027027026
user_2108,73,10,303945,2,10623320.388349514
user_211,158,9,251021,2,4326106.595744681
user_2110,388,1,27398,1,23596.363636363636
user_2111,1,7,179442,0,14586898.064516127
user_2112,7,9,281568,2,24656224.864864863
user_2113,165,4,44445,3,328209.23076923075
user_2114,34,7,180295,0,7099115.625
user_2115,786,1,31921,1,14082.79411764706
user_2116,27,4,107308,0,2710938.947368421
user_2117,205,8,166074,0,2035289.8723404256
user_2118,7,4,101822,0,3962802.162162162
user_2119,90,2,51623,3,309738.0
user_212,627,1,16163,1,8856.438356164384
user_2120,59,6,131617,0,3194300.224719101
user_2122,182,5,105135,0,892655.6603773586
user_2123,135,7,187735,0,2867225.4545454546
user_2124,17,2,74660,3,1143727.6595744682
user_2125,376,2,82269,1,145895.76354679803
user_2126,342,3,82588,3,239771.6129032258
user_2127,317,4,93695,3,388820.7492795389
user_2128,116,3,58700,3,434219.17808219173
user_2129,46,8,131107,0,4968265.263157895
user_2130,75,8,253790,2,6961097.142857143
user_2131,164,5,86409,3,801732.9896907216
user_2132,68,5,141597,0,2600761.224489796
user_2133,30,10,203807,2,12228420.0
user_2134,396,2,75283,1,127238.87323943662
user_2135,45,10,300371,2,14417808.0
user_2136,66,4,102042,3,1530630.0
user_2137,446,1,7249,1,5482.436974789915
user_2138,166,8,262200,2,3852734.6938775512
user_2139,376,3,117131,1,311580.0
user_214,103,8,198877,2,4306509.47368421
user_2140,547,1,48712,1,30392.23570190641
user_2141,151,3,89291,3,532786.0773480663
user_2142,25,9,222952,2,13133899.636363635
user_2143,63,9,189998,2,6619285.161290322
user_2144,199,5,93891,3,738007.8602620087
user_2146,17,4,59833,3,1833181.2765957448
user_2147,145,7,106184,0,1529049.6
user_2148,137,6,113137,0,1463328.862275449
user_2149,354,2,24142,1,45266.25
user_215,419,2,47271,1,75802.04899777283
user_2150,183,5,113704,0,960878.8732394367
user_2151,436,3,95817,1,222065.1502145923
user_2155,17,8,220135,2,13489123.40425532
user_2156,729,1,34580,1,16401.581027667984
user_2157,31,4,114016,0,2691525.2459016396
user_2158,99,4,140270,0,1565804.6511627908
user_216,294,3,78777,3,262590.0
user_2160,14,8,253469,2,16590698.18181818
user_2161,104,6,151213,0,2437463.2835820895
user_2162,86,4,107191,3,1330646.896551724
user_2164,112,7,194750,0,3456126.76056338
user_2165,62,9,241917,2,8519685.652173912
user_2166,71,10,294685,2,10503623.762376238
user_2167,222,2,46558,3,133022.85714285713
user_2168,7,8,146964,0,11439360.0
user_2169,206,6,159941,0,1463866.779661017
user_217,262,2,55277,3,136299.45205479453
user_2170,576,3,62330,1,111083.16831683168
user_2171,12,4,100596,0,3449005.7142857146
user_2172,5,9,187492,2,17356402.285714284
user_2173,39,5,114089,0,2976234.782608696
user_2174,356,6,137989,0,772166.4248704663
user_2175,346,2,51075,3,97803.1914893617
user_2176,633,2,74638,1,81054.84162895927
user_2177,34,6,124933,0,4216488.75
user_2178,231,3,64955,3,268779.3103448276
user_2179,33,9,255273,2,13128325.714285715
user_2180,721,1,4411,1,2114.460719041278
user_2183,246,2,13696,3,35728.69565217392
user_2184,74,6,172794,0,3588798.4615384615
user_2185,11,8,225543,2,15843020.487804879
user_2186,694,1,13596,1,6760.441988950276
user_2187,43,6,101180,0,2993819.1780821914
user_2188,1,5,155814,0,9047264.516129032
user_2189,32,5,73246,0,2126496.7741935486
user_219,40,6,149142,0,4602096.000000001
user_2190,94,3,86802,3,756017.4193548388
user_2191,187,6,148142,0,1474593.1797235024
user_2192,394,2,38881,1,66024.3396226415
user_2193,133,5,153290,0,1692773.0061349692
user_2194,22,2,13217,3,183004.61538461538
user_2195,670,1,42034,1,21617.485714285714
user_2196,23,9,274627,2,16788518.490566038
user_2197,84,5,141338,0,2231652.6315789474
user_2198,28,4,97987,0,2432780.689655172
user_2199,97,9,190790,2,4867398.425196851
user_22,79,9,193742,2,5758936.513761468
user_220,28,4,138301,0,3433680.0
user_2200,63,3,80729,3,937498.064516129
user_2201,569,1,16688,1,10029.515859766278
user_2202,155,4,101683,3,791478.4864864864
user_2203,770,1,8638,1,3887.1
user_2204,67,3,54320,3,604800.0
user_2205,40,10,220252,2,11327245.714285716
user_2206,165,2,62072,3,229188.92307692306
user_2207,309,1,27739,3,29457.34513274336
user_2208,2,7,184384,0,14520240.0
user_2209,165,5,99100,0,914769.2307692308
user_221,6,8,189580,2,15166400.0
user_2210,48,2,31008,3,286227.6923076923
user_2211,194,6,160593,0,1548575.357142857
user_2212,68,9,261768,2,8654370.612244898
user_2213,526,1,45305,1,29334.1726618705
user_2214,311,3,27115,3,85877.41935483871
user_2215,491,3,100372,1,208064.79846449135
user_2216,1,6,158816,0,11065889.032258064
user_2217,391,3,59185,1,151828.50356294538
user_2218,123,9,234069,2,4956755.294117647
user_2219,61,5,112552,0,2226303.2967032967
user_2220,369,6,152445,0,825266.1654135338
user_2221,133,6,133029,0,1762838.282208589
user_2222,17,6,155243,0,7134571.914893617
user_2223,267,6,134954,0,981483.6363636364
user_2224,117,4,74161,3,726475.1020408163
user_2225,137,4,114240,3,985063.4730538923
user_2226,62,8,193188,2,6047624.347826087
user_2227,66,4,99037,3,1485555.0
user_2228,160,7,132711,0,1760166.9473684211
user_2229,400,3,35700,1,89665.11627906977
user_223,434,2,71942,1,111634.13793103448
user_2230,38,4,85805,3,1817047.0588235294
user_2231,4,6,129836,0,8248404.705882353
user_2232,174,3,124005,3,656497.0588235294
user_2233,98,7,117327,0,2309875.3125
user_2234,33,3,78423,3,1344394.2857142857
user_2235,488,2,67241,1,93462.39382239383
user_2236,66,5,144791,0,2714831.25
user_2238,328,3,52362,3,157963.5754189944
user_2239,154,2,22314,3,87315.65217391304
user_2240,37,9,177468,2,8582034.626865672
user_2241,801,1,13590,1,5887.364620938628
user_2242,118,3,76427,3,557710.5405405405
user_2243,51,2,69617,3,618817.7777777778
user_2244,437,3,63993,1,147992.37687366168
user_2245,83,9,173387,2,4971450.265486726
user_2246,270,2,46573,3,111775.2
user_2247,231,2,30406,3,83878.62068965517
user_2248,672,1,46267,1,23726.666666666668
user_2249,54,6,194083,0,4990705.714285715
user_225,107,3,72234,3,569435.9124087591
user_2250,507,6,180619,1,726512.1787709498
user_2251,151,3,96036,3,573032.4861878454
user_2252,58,7,173937,0,4980923.181818182
user_2253,166,8,218089,2,3204573.06122449
user_2254,16,7,201732,2,11051405.217391305
user_2255,9,4,140755,0,5197107.692307692
user_2256,75,6,143441,0,2950786.285714286
user_2257,218,3,87769,3,382219.83870967745
user_2258,295,4,93487,3,414219.323076923
user_2259,45,10,212510,2,10200480.0
user_226,8,10,278673,2,26400600.0
user_2260,638,3,68314,1,110447.78443113773
user_2261,32,6,97188,0,3385904.5161290327
user_2262,18,9,247455,2,16703212.5
user_2264,86,6,148712,0,2769120.0
user_2265,1,7,225533,2,18333650.322580643
user_2266,422,1,26306,1,20951.681415929204
user_2267,107,7,78430,0,1442654.0145985403
user_2268,533,2,50102,1,64073.60568383659
user_2269,3,8,193061,2,16848960.0
user_227,324,4,142033,3,577761.3559322034
user_2270,98,2,46187,3,259801.875
user_2271,236,3,94230,3,382587.96992481203
user_2272,443,4,75273,1,229160.93023255814
user_2273,603,3,25795,1,44010.42654028436
user_2274,257,6,101745,0,765746.3414634146
user_2276,65,6,144370,0,3282517.8947368423
user_2277,568,2,50629,1,60957.993311036786
user_2278,43,6,143421,0,4243689.863013698
user_2279,54,6,158171,0,4067254.285714286
user_228,12,5,98689,0,4229528.571428572
user_2280,424,2,57692,1,91493.92070484582
user_2281,282,2,56860,3,131215.38461538462
user_2282,105,2,40688,3,217002.66666666666
user_2283,117,9,170541,2,3758862.857142857
user_2284,813,1,9073,1,3874.5907473309608
user_2285,29,4,138630,0,3383511.8644067794
user_2286,125,10,226710,2,5265522.580645161
user_2287,60,2,50344,3,402752.0
user_2288,140,10,247315,2,5237258.823529411
user_2289,206,1,7237,3,11039.49152542373
user_229,486,3,64287,1,134554.18604651163
user_2290,7,9,141452,0,12386607.567567566
user_2291,170,7,230648,2,2906164.8
user_2292,84,6,133529,0,2530023.157894737
user_2293,41,6,192420,0,5853904.225352112
user_2294,289,3,47559,3,161014.7962382445
user_2295,85,3,36870,3,346257.39130434784
user_2296,165,9,243002,2,4037571.6923076925
user_2297,33,3,87570,3,1501200.0
user_2298,104,8,210673,2,4527897.313432836
user_2299,2,1,23696,3,266580.0
user_23,80,7,152180,0,3486305.4545454546
user_2300,12,9,178692,2,13784811.42857143
user_2301,52,6,74809,0,1970578.536585366
user_2302,166,3,91145,3,502227.55102040817
user_2303,194,2,48766,3,156747.85714285713
user_2304,6,7,179726,0,12580820.0
user_2305,351,1,37045,1,35003.149606299216
user_2307,5,4,101438,0,4173449.1428571427
user_2308,33,9,180986,2,9307851.42857143
user_2309,65,8,185481,2,5623002.947368422
user_231,711,1,15466,1,7513.846153846154
user_2310,93,4,145871,0,1707758.0487804879
user_2311,5,8,184440,2,15176777.142857142
user_2312,9,10,288771,2,26655784.615384616
user_2313,98,4,83678,3,941377.5
user_2314,85,10,268966,2,8419805.217391305
user_2315,93,9,226591,2,5968738.536585366
user_2316,265,3,120492,3,441123.2542372881
user_2317,226,6,151694,0,1279918.125
user_2318,281,3,56595,3,196535.69131832797
user_2319,24,4,105118,0,2803146.6666666665
user_232,6,10,283748,2,28374800.0
user_2320,105,4,101165,3,1079093.3333333333
user_2321,225,6,166258,0,1408303.0588235294
user_2322,196,7,151741,0,1691979.2920353983
user_2324,233,3,47752,3,196091.86311787073
user_2327,75,10,161376,2,5532891.428571428
user_2328,280,1,49150,3,57077.419354838705
user_233,53,3,71688,3,932807.7108433736
user_2330,174,9,218493,2,3470182.941176471
user_2331,323,7,207190,0,1479090.0849858355
user_2332,112,6,149391,0,2272426.4788732394
user_2333,571,3,81286,1,146071.34775374376
user_2334,35,1,41200,3,228184.61538461535
user_2335,211,6,136290,0,1221520.3319502075
user_2336,29,7,196341,0,8386090.169491525
user_2338,66,8,170753,0,5122590.0
user_2339,20,9,269711,2,17477272.8
user_234,49,5,133567,0,3043298.734177215
user_2340,32,5,71207,0,2067300.0000000002
user_2341,171,4,80864,3,579324.1791044776
user_2342,1,10,236410,2,27454064.516129028
user_2343,197,4,98634,3,625695.8590308371
user_2344,14,6,131393,0,6450201.818181817
user_2345,36,7,194670,0,7432854.545454545
user_2346,247,5,106730,0,693552.3465703971
user_2347,103,10,183200,2,4958796.992481203
user_2349,90,6,67951,0,1223118.0
user_235,173,9,229070,2,3656092.6108374386
user_2351,20,2,53027,3,763588.8
user_2352,33,9,279498,2,14374182.857142856
user_2353,11,9,170720,2,13491043.902439024
user_2354,164,9,279331,2,4665115.670103093
user_2355,105,7,200172,0,3736544.0
user_2356,252,4,121857,3,622248.5106382979
user_2357,759,2,44490,1,40599.23954372623
user_2358,155,3,76846,3,448614.48648648645
user_2359,146,7,171532,0,2456026.3636363638
user_236,417,2,43460,1,70002.68456375839
user_2360,196,6,153291,0,1465082.1238938053
user_2361,59,7,200713,2,5683109.662921348
user_2362,293,2,67647,3,150792.07430340556
user_2363,69,5,137930,0,2507818.181818182
user_2364,37,10,121164,0,6510304.47761194
user_2365,212,8,194529,2,2315055.867768595
user_2366,173,3,52376,3,278650.6403940887
user_2367,15,8,154115,0,9863360.0
user_2368,152,5,116259,0,1149814.2857142857
user_2369,142,6,168662,0,2118080.930232558
user_237,104,9,186512,2,4509693.134328358
user_2370,359,2,83205,1,154004.11311053985
user_2372,243,10,175620,2,2315868.131868132
user_2374,189,1,5617,3,9233.424657534248
user_2375,290,8,215474,2,1939266.0
user_2376,4,2,84841,3,1796632.9411764706
user_2377,102,9,300036,2,7364519.999999999
user_2378,360,1,25541,1,23576.30769230769
user_2379,54,5,130354,0,2793300.0
user_238,126,8,193343,2,3569409.2307692305
user_2380,163,2,22928,3,85534.50777202072
user_2381,322,6,166435,0,1021305.6818181819
user_2382,135,10,346761,2,7565694.545454546
user_2383,100,6,171573,0,2850751.384615384
user_2384,146,8,166131,0,2718507.272727273
user_2385,80,3,92738,3,910518.5454545455
user_2386,164,4,67031,3,497549.6907216495
user_2387,135,8,232807,2,4063540.3636363638
user_2388,161,3,91973,3,520056.7539267016
user_2389,4,7,139843,0,10364834.11764706
user_239,171,6,126041,0,1354470.447761194
user_2390,148,3,53007,3,321615.5056179775
user_2391,226,4,87118,3,490038.75
user_2392,3,8,242189,2,21136494.545454543
user_2394,89,2,43701,3,264409.4117647059
user_2395,138,6,182364,0,2344680.0
user_2396,3,8,264746,2,23105105.454545453
user_2397,27,8,218370,2,11033431.578947369
user_2398,29,10,261889,2,15979667.79661017
user_2399,22,8,284463,2,15754873.846153846
user_24,38,5,120485,0,3189308.823529412
user_240,66,9,220292,2,7434855.0
user_2400,144,7,173844,0,2517740.6896551726
user_2401,252,7,197527,0,1765134.8936170212
user_2403,79,4,115346,0,1523837.0642201835
user_2404,439,2,13533,1,20775.607675906183
user_2405,43,6,148754,0,4401488.2191780815
user_2407,51,3,80046,3,1067280.0
user_2408,243,2,24372,3,64277.8021978022
user_2409,32,7,155031,0,6301260.000000001
user_241,281,6,97518,0,677295.4340836012
user_2410,87,3,54007,3,498526.1538461539
user_2411,802,1,42268,1,18289.03846153846
user_2413,25,6,149418,0,5868052.363636363
user_2414,76,3,84304,3,858946.4150943396
user_2415,1,7,225245,2,18310238.709677417
user_2416,37,1,49398,3,265422.0895522388
user_2417,229,4,92183,3,512523.24324324325
user_2419,108,2,38042,3,198480.00000000003
user_242,394,4,92388,1,313770.56603773584
user_2422,651,1,30152,1,15939.383259911894
user_2423,143,9,239028,2,4476593.757225433
user_2424,42,4,90327,3,1806540.0
user_2425,44,8,245769,2,9565063.783783784
user_2427,130,6,151877,0,2050339.5
user_2428,23,6,103967,0,4237145.660377359
user_2429,146,2,65878,3,269500.9090909091
user_2430,349,3,49660,3,141511.345646438
user_2431,53,3,59052,3,768387.4698795181
user_2432,81,3,41956,3,408220.54054054053
user_2433,193,4,106129,3,685317.3094170403
user_2434,44,10,292819,2,14245248.648648648
user_2435,78,7,157297,0,3670263.333333333
user_2436,174,7,196994,0,2433455.294117647
user_2437,27,6,177743,0,6735524.210526316
user_2438,81,4,113088,0,1467087.5675675676
user_2439,90,5,131676,0,1975140.0
user_244,503,1,7997,1,5401.350844277674
user_2441,298,2,21783,3,47816.34146341463
user_2442,82,4,102201,3,1314012.857142857
user_2443,14,8,283938,2,18585032.727272727
user_2444,113,2,4630,3,23311.88811188811
user_2445,162,10,281294,2,5274262.5
user_2446,51,7,169763,0,5281515.555555555
user_2447,103,3,68648,3,557442.4060150376
user_2448,12,5,129932,0,5568514.285714286
user_2449,248,7,202399,0,1834695.9712230214
user_245,2,10,320313,2,36035212.5
user_2450,464,3,91157,1,199290.60728744938
user_2451,140,8,150762,0,2554085.6470588236
user_2452,110,10,257273,2,6615591.428571429
user_2453,2,10,303015,2,34089187.5
user_2454,80,5,124988,0,2045258.1818181819
user_2455,157,9,246675,2,4273941.176470588
user_2456,236,4,124348,3,673162.1052631579
user_2457,319,3,100656,3,311485.61604584527
user_2458,814,1,39998,1,17060.758293838862
user_2459,469,4,119254,1,344139.7995991984
user_246,199,10,234705,2,3689685.5895196507
user_2460,455,3,119387,1,265851.46391752583
user_2462,136,1,18137,3,39333.2530120482
user_2463,155,9,230727,2,4040840.432432432
user_2464,90,8,195604,2,4694496.0
user_2465,2,10,233783,2,26300587.5
user_2466,175,4,142910,0,1003855.6097560975
user_2467,113,5,103861,0,1307341.2587412586
user_2468,32,5,78855,0,2289338.7096774196
user_2469,102,6,101358,0,1658585.4545454544
user_247,6,9,221757,2,19958130.0
user_2470,128,10,132889,2,3027850.6329113925
user_2471,46,9,257720,2,10987010.52631579
user_2472,311,1,25264,3,26671.6715542522
user_2473,20,1,25304,3,182188.80000000002
user_2475,147,2,38661,3,157265.0847457627
user_2476,149,10,291554,2,5863655.865921788
user_2478,37,5,159577,0,4287143.2835820895
user_2479,99,2,65684,3,366608.37209302327
user_2480,80,7,219965,2,5039198.181818182
user_2481,310,4,82752,3,350479.0588235294
user_2482,324,5,154265,0,784398.3050847457
user_2485,48,3,99660,3,1379907.6923076923
user_2486,66,5,138414,0,2595262.5
user_2487,6,6,85639,0,5138340.0
user_2488,51,9,188956,2,7558239.999999999
user_2489,2,10,163057,2,18343912.5
user_249,156,5,64518,3,624367.7419354839
user_2490,576,2,16216,1,19266.534653465347
user_2491,150,10,249742,2,4994840.0
user_2492,109,3,63926,3,496691.22302158276
user_2493,83,8,194744,2,4963386.902654868
user_2494,63,9,189625,2,6606290.322580645
user_2495,124,9,92590,0,1947997.4025974025
user_2496,511,2,28490,1,37916.45101663586
user_2497,19,8,136339,0,8013394.285714285
user_2498,160,1,17512,3,33180.63157894737
user_2499,338,2,85408,3,167102.60869565216
user_25,11,9,256374,2,20259799.024390243
user_250,370,6,204014,0,1101675.5999999999
user_2500,53,1,39275,3,170349.39759036145
user_2501,125,7,224798,2,3654780.387096774
user_2502,50,9,181089,2,7334104.499999999
user_2503,75,5,112947,0,1936234.2857142857
user_2505,49,5,151854,0,3459964.5569620254
user_2506,182,6,191609,0,1952242.641509434
user_2507,96,8,205768,2,4703268.571428571
user_2508,148,1,15556,3,31461.573033707864
user_2509,743,1,26471,1,12328.020698576973
user_251,9,2,56862,3,1049760.0
user_2510,4,8,232310,2,19678023.529411767
user_2511,344,3,102528,3,296070.1604278075
user_2512,216,2,57233,3,167511.21951219512
user_2513,8,9,284233,2,24234603.157894738
user_2514,527,2,72044,1,93126.89407540395
user_2515,255,6,59065,3,447650.5263157895
user_2516,218,7,97735,0,993113.7096774195
user_2517,296,5,155828,0,860400.0
user_2518,798,1,45744,1,19888.695652173912
user_2519,251,1,11767,3,15075.160142348754
user_252,760,1,7406,1,3374.8860759493673
user_2520,110,3,108100,3,833914.2857142858
user_2521,121,8,186247,2,3552260.662251656
user_2522,45,5,108739,0,2609736.0
user_2523,169,2,15180,3,54922.61306532663
user_2524,456,4,75735,1,224400.0
user_2525,8,9,226975,2,19352605.263157897
user_2526,359,3,104704,3,290694.9100257069
user_2527,171,8,195599,2,2802612.537313433
user_2529,80,7,160163,0,3669188.7272727275
user_253,3,4,114250,0,4985454.545454545
user_2530,157,10,313067,2,6026958.288770054
user_2531,135,10,270461,2,5900967.2727272725
user_2532,126,4,84374,3,778836.923076923
user_2533,196,4,106523,3,678730.6194690266
user_2534,41,10,193474,2,9809949.295774648
user_2535,90,2,52753,3,316518.0
user_2536,508,1,25663,1,17172.267657992565
user_2537,177,7,225490,2,2745095.652173913
user_2538,97,5,109705,0,1554874.0157480314
user_2539,75,9,233169,2,7194929.142857143
user_254,274,3,104817,3,372376.18421052635
user_2540,145,9,188261,2,3485517.942857143
user_2541,78,4,111669,0,1488920.0
user_2542,14,9,206906,2,15235805.454545453
user_2544,121,10,271944,2,6483433.112582781
user_2545,16,9,233474,2,16444690.43478261
user_2546,401,2,68393,1,114252.80742459396
user_2547,111,10,305805,2,7807787.234042553
user_2548,143,9,249720,2,4676836.994219653
user_2549,244,9,104287,0,1233174.7445255476
user_255,257,9,235445,2,2657985.3658536584
user_2550,93,9,161831,2,4262865.365853659
user_2551,417,5,77651,1,312688.59060402686
user_2553,370,3,35621,1,96176.7
user_2554,37,6,184245,0,5939838.805970149
user_2555,326,5,159500,0,806460.6741573033
user_2556,54,10,283611,2,12154757.142857144
user_2557,696,1,29285,1,14521.487603305786
user_2558,363,2,44935,1,82323.6641221374
user_2559,233,6,172623,0,1417740.2281368822
user_256,431,1,31829,1,24855.618221258133
user_2560,53,4,160814,0,2790026.0240963856
user_2561,83,9,239907,2,6878749.380530974
user_2562,541,2,42796,1,53963.432574430815
user_2563,168,10,261606,2,4756472.7272727275
user_2565,66,7,159575,0,4188843.75
user_2566,82,8,150147,0,3860922.8571428573
user_2567,128,9,202984,2,4162456.7088607596
user_2568,282,1,24512,3,28283.076923076922
user_257,149,5,123914,0,1246062.5698324023
user_2570,8,9,223553,2,19060834.736842107
user_2571,597,2,10122,1,11623.349282296651
user_2572,24,8,325463,2,17358026.666666668
user_2573,295,7,187459,0,1453528.2461538462
user_2574,292,2,62070,3,138790.06211180126
user_2575,21,9,247766,2,15740428.235294119
user_2576,2,10,299398,2,33682275.0
user_2577,524,1,48755,1,31681.949458483756
user_2578,109,3,78394,3,609104.4604316547
user_2579,120,5,112583,0,1350996.0
user_2580,341,5,112446,3,545560.1078167115
user_2581,194,8,166150,0,2136214.2857142854
user_2582,412,2,54308,1,88465.52036199096
user_2583,5,5,150266,0,7727965.714285714
user_2584,44,4,110311,0,2146592.432432432
user_2586,46,2,64968,3,615486.3157894737
user_2587,475,4,121194,1,345582.8910891089
user_2588,112,10,250874,2,6360185.915492957
user_2589,1,9,220793,2,23076429.677419353
user_259,121,7,189829,0,3168007.1523178807
user_2590,551,1,47814,1,29626.57487091222
user_2591,66,10,293041,2,10989037.5
user_2592,106,9,276220,2,6580535.294117647
user_2593,219,5,51885,3,375072.2891566265
user_2594,140,4,110517,3,936144.0
user_2595,502,1,49494,1,33492.18045112782
user_2596,157,8,254406,2,3918124.4919786095
user_2597,44,6,164347,0,4797155.675675675
user_2598,107,3,90489,3,713343.9416058394
user_26,1,10,210878,2,24489058.064516127
user_260,156,4,122078,0,945120.0
user_2600,12,7,136159,0,8169540.000000001
user_2601,142,2,23549,3,98577.20930232559
user_2602,226,8,206216,2,2319930.0
user_2603,89,6,178081,0,3232394.621848739
user_2604,221,10,273886,2,3928245.418326693
user_2605,126,2,13359,3,61656.92307692308
user_2606,19,9,265813,2,17576206.530612245
user_2607,146,6,187777,0,2304535.909090909
user_2608,796,1,14788,1,6445.133171912833
user_2609,146,3,64722,3,397157.7272727273
user_261,26,7,175576,0,7900920.0
user_2611,7,10,155191,2,15099664.864864863
user_2612,86,2,56216,3,348926.8965517241
user_2614,33,10,168059,2,9603371.428571427
user_2615,7,9,203497,2,17819737.297297295
user_2616,13,9,276931,2,20866428.837209303
user_2617,96,6,132293,0,2267880.0
user_2618,443,2,74810,1,113875.68710359407
user_2619,3,1,39914,3,435425.45454545453
user_262,178,10,199585,2,3454355.769230769
user_2620,126,6,145080,0,2008800.0
user_2621,210,7,139263,0,1462261.5
user_2622,253,10,291785,2,3711752.6501766783
user_2623,128,3,62513,3,427304.0506329114
user_2624,131,4,100600,3,899776.397515528
user_2625,47,5,127823,0,2988070.12987013
user_2626,724,1,18125,1,8653.846153846154
user_2627,54,8,223782,2,7672525.714285715
user_2628,65,6,142968,0,3250640.8421052634
user_2629,438,2,60521,1,93109.23076923077
user_263,73,4,145734,0,2037446.2135922331
user_2630,93,4,97418,3,1140503.4146341465
user_2631,39,10,294720,2,15376695.652173914
user_2632,149,6,158748,0,1915618.3240223464
user_2633,42,10,280698,2,14034900.0
user_2634,430,2,51105,1,79990.43478260869
user_2635,48,3,95976,3,1328898.4615384615
user_2637,53,2,73701,3,639333.9759036144
user_2638,277,3,27369,3,96281.82410423453
user_2639,34,8,179197,2,8063865.0
user_264,60,9,231760,2,8343360.0
user_2640,107,6,144789,0,2282804.671532847
user_2641,105,9,259796,2,6235104.0
user_2642,111,4,53407,3,545433.1914893617
user_2643,179,7,154051,0,1857457.033492823
user_2644,34,7,168480,0,6633900.0
user_2645,369,3,84934,1,229896.54135338345
user_2646,9,7,128975,0,8333769.23076923
user_2647,2,10,164373,2,18491962.5
user_2648,6,10,236199,2,23619900.0
user_2649,408,3,62747,1,154718.6301369863
user_265,102,5,74956,3,1022127.2727272726
user_2650,91,4,37567,3,447078.347107438
user_2651,64,6,129419,0,2973883.4042553194
user_2652,262,3,40149,3,148496.30136986304
user_2653,258,3,87394,3,327727.5
user_2654,122,9,175013,2,3730540.263157895
user_2655,3,10,240932,2,26283490.909090906
user_2658,249,6,172507,0,1335538.064516129
user_2659,4,10,188450,2,19953529.411764707
user_2660,8,10,274484,2,26003747.368421055
user_2661,85,2,34703,3,217270.95652173914
user_2662,689,3,49145,1,73820.02781641169
user_2663,184,2,73871,3,248537.94392523362
user_2664,261,2,47283,3,116988.86597938146
user_2665,502,2,70579,1,95520.45112781954
user_2666,636,4,99771,1,215721.0810810811
user_2667,15,9,245601,2,17683272.0
user_2668,650,2,72316,1,76569.88235294117
user_2669,119,4,90400,3,873664.4295302014
user_267,263,2,80610,3,198086.00682593856
user_2670,140,6,137839,0,1751366.1176470588
user_2671,22,5,145921,0,5051111.538461538
user_2672,114,5,123495,0,1543687.5
user_2674,145,2,81099,3,333664.45714285714
user_2675,55,2,49367,3,418167.52941176476
user_2676,414,3,122821,1,298753.7837837838
user_2677,174,3,72183,3,382145.29411764705
user_2678,223,5,120381,0,856465.6126482213
user_2679,582,2,39964,1,47016.4705882353
user_268,60,6,141135,0,3387240.0
user_2681,18,8,249555,2,14973300.0
user_2682,12,8,124179,0,8515131.42857143
user_2683,242,4,98269,3,520247.64705882355
user_2684,27,9,158324,2,8999469.47368421
user_2685,68,7,124705,0,3206700.0
user_2686,46,8,125034,0,4738130.52631579
user_2687,64,2,66338,3,508120.8510638298
user_2688,146,4,67316,3,550767.2727272728
user_2689,287,3,112820,3,384370.9779179811
user_269,339,4,55627,3,217080.97560975607
user_2690,16,7,228168,2,12499638.260869566
user_2692,20,10,247114,2,17792208.0
user_2693,96,8,208080,2,4756114.285714285
user_2694,129,7,169470,0,2685939.6226415094
user_2695,30,2,35905,3,430860.0
user_2696,2,10,201415,2,22659187.5
user_2697,1,3,90259,3,3144507.0967741935
user_2698,50,7,170451,0,5369206.499999999
user_2699,347,5,88773,3,423849.8673740053
user_27,153,10,290973,2,5724059.016393443
user_270,77,5,144099,0,2424095.3271028036
user_2700,110,4,75645,3,778062.8571428573
user_2701,96,10,221296,2,6322742.857142857
user_2702,133,7,173974,0,2689659.3865030673
user_2703,47,9,208371,2,8767818.701298703
user_2704,401,1,35122,1,29336.241299303943
user_2705,48,9,211799,2,8797804.615384616
user_2706,109,9,275484,2,6421353.669064749
user_2707,130,6,186640,0,2519640.0
user_2708,52,6,106041,0,2793275.1219512196
user_2709,3,10,200699,2,21894436.363636363
user_271,158,5,102746,0,983738.2978723404
user_2710,73,6,160320,0,3362050.4854368935
user_2711,25,5,94856,0,3104378.1818181816
user_2712,57,5,117349,0,2427910.3448275863
user_2713,76,7,191764,0,4558917.735849056
user_2714,218,3,47417,3,206493.3870967742
user_2715,259,3,101529,3,379416.3321799308
user_2716,62,2,27115,3,212204.34782608695
user_2717,127,6,65662,0,903375.2866242038
user_2718,349,3,67290,3,191749.86807387864
user_272,78,2,54218,3,361453.3333333333
user_2720,30,5,149246,0,4477380.0
user_2721,799,1,12809,1,5562.412545235224
user_2722,493,1,42162,1,29021.644359464626
user_2724,170,6,132511,0,1431118.8
user_2725,179,2,45443,3,156550.04784688994
user_2726,27,6,207243,0,7853418.947368422
user_2727,388,3,69684,1,180044.78468899522
user_2729,89,7,130409,0,2761602.3529411764
user_273,275,2,71856,3,169627.2786885246
user_2730,125,2,16442,3,76375.74193548386
user_2731,5,4,105271,0,4331149.714285714
user_2732,32,7,165354,0,6720840.000000001
user_2733,65,5,145567,0,2758111.5789473685
user_2734,138,9,178783,2,3447957.8571428573
