client_id,recency,frequency,monetary,cluster
user_1978,19,9,238669,2
user_1979,498,3,54552,1
user_198,27,6,91429,0
user_1981,51,7,148355,0
user_1982,5,10,338867,2
user_1983,391,4,109430,1
user_1984,166,7,159170,0
user_1985,84,10,218371,2
user_1986,51,9,265184,2
user_1987,20,9,143565,0
user_1988,24,9,213017,2
user_1989,31,9,237694,2
user_199,69,4,83428,3
user_1990,232,3,86173,3
user_1991,57,9,220380,2
user_1992,70,8,184022,2
user_1993,800,1,8736,1
user_1994,9,9,287857,2
user_1995,84,6,118737,0
user_1996,100,4,70185,3
user_1997,203,2,55220,3
user_1999,88,5,122385,0
user_2,697,3,59970,1
user_20,341,1,14536,1
user_200,81,10,313946,2
user_2000,250,6,146014,0
user_2001,66,3,87752,3
user_2003,139,9,248083,2
user_2004,52,3,126443,3
user_2005,150,8,177388,2
user_2006,300,2,32435,3
user_2007,37,3,58685,3
user_2008,245,4,89518,3
user_2009,11,4,44721,3
user_201,351,2,70405,1
user_2010,268,4,123155,3
user_2011,141,6,212012,0
user_2012,102,4,85643,3
user_2013,22,7,150624,0
user_2014,118,6,177551,0
user_2015,48,5,93229,0
user_2016,56,8,193033,2
user_2017,136,5,105842,0
user_2018,242,6,105432,0
user_2019,66,8,207376,2
user_2020,1,6,157846,0
user_2021,120,8,172081,0
user_2022,175,3,93207,3
user_2023,5,5,74448,0
user_2024,465,6,152336,1
user_2025,25,9,295062,2
user_2026,31,9,237974,2
user_2027,188,3,57488,3
user_2028,147,10,172810,2
user_2029,177,2,41852,3
user_203,12,2,50167,3
user_2030,63,9,206911,2
user_2031,67,9,235729,2
user_2032,8,9,217791,2
user_2033,143,2,25133,3
user_2034,720,1,13942,1
user_2035,392,2,25758,1
user_2036,25,6,177822,0
user_2038,117,6,209950,0
user_2039,466,2,50988,1
user_204,154,10,262131,2
user_2040,58,5,120246,0
user_2041,162,7,125294,0
user_2042,814,1,6644,1
user_2043,11,8,205124,2
user_2044,419,10,237033,2
user_2045,262,1,48439,3
user_2046,2,10,232829,2
user_2047,9,10,242582,2
user_2048,77,7,185638,0
user_205,7,10,317957,2
user_2050,71,5,111745,0
user_2051,11,10,245877,2
user_2052,32,4,77700,3
user_2053,165,10,250666,2
user_2054,91,1,32923,3
user_2055,98,6,126992,0
user_2056,756,1,9429,1
user_2057,31,9,259380,2
user_2059,41,10,263367,2
user_206,114,3,65667,3
user_2060,17,8,171705,2
user_2061,147,5,113761,0
user_2062,583,1,24507,1
user_2063,230,6,147771,0
user_2064,433,1,32725,1
user_2065,27,4,49265,3
user_2066,505,3,59125,1
user_2067,251,8,219853,2
user_2068,131,7,160233,0
user_207,99,7,141196,0
user_2070,42,6,83913,0
user_2072,526,2,76068,1
user_2073,109,9,253781,2
user_2074,53,7,198657,2
user_2076,265,9,193454,2
user_2077,587,2,50186,1
user_2078,347,2,81689,3
user_2079,194,1,2146,3
user_208,211,5,123159,0
user_2080,293,4,91006,3
user_2081,59,4,103745,0
user_2083,87,2,35710,3
user_2084,52,3,109351,3
user_2085,41,10,229981,2
user_2086,46,10,245804,2
user_2087,53,8,166490,0
user_2088,31,9,224399,2
user_2089,658,1,26357,1
user_209,424,2,79713,1
user_2090,215,10,288835,2
user_2091,212,4,171050,0
user_2092,68,10,263245,2
user_2093,302,3,100217,3
user_2094,17,6,152838,0
user_2096,191,1,13683,3
user_2097,35,7,220231,2
user_2098,27,4,116643,0
user_2099,93,6,158051,0
user_21,42,7,121239,0
user_210,287,5,157257,0
user_2100,102,5,108360,0
user_2101,120,4,114630,0
user_2102,180,8,209931,2
user_2104,150,9,212406,2
user_2105,22,10,292852,2
user_2106,136,4,67618,3
user_2107,7,9,252333,2
user_2108,73,10,303945,2
user_211,158,9,251021,2
user_2110,388,1,27398,1
user_2111,1,7,179442,0
user_2112,7,9,281568,2
user_2113,165,4,44445,3
user_2114,34,7,180295,0
user_2115,786,1,31921,1
user_2116,27,4,107308,0
user_2117,205,8,166074,0
user_2118,7,4,101822,0
user_2119,90,2,51623,3
user_212,627,1,16163,1
user_2120,59,6,131617,0
user_2122,182,5,105135,0
user_2123,135,7,187735,0
user_2124,17,2,74660,3
user_2125,376,2,82269,1
user_2126,342,3,82588,3
user_2127,317,4,93695,3
user_2128,116,3,58700,3
user_2129,46,8,131107,0
user_2130,75,8,253790,2
user_2131,164,5,86409,3
user_2132,68,5,141597,0
user_2133,30,10,203807,2
user_2134,396,2,75283,1
user_2135,45,10,300371,2
user_2136,66,4,102042,3
user_2137,446,1,7249,1
user_2138,166,8,262200,2
user_2139,376,3,117131,1
user_214,103,8,198877,2
user_2140,547,1,48712,1
user_2141,151,3,89291,3
user_2142,25,9,222952,2
user_2143,63,9,189998,2
user_2144,199,5,93891,3
user_2146,17,4,59833,3
user_2147,145,7,106184,0
user_2148,137,6,113137,0
user_2149,354,2,24142,1
user_215,419,2,47271,1
user_2150,183,5,113704,0
user_2151,436,3,95817,1
user_2155,17,8,220135,2
user_2156,729,1,34580,1
user_2157,31,4,114016,0
user_2158,99,4,140270,0
user_216,294,3,78777,3
user_2160,14,8,253469,2
user_2161,104,6,151213,0
user_2162,86,4,107191,3
user_2164,112,7,194750,0
user_2165,62,9,241917,2
user_2166,71,10,294685,2
user_2167,222,2,46558,3
user_2168,7,8,146964,0
user_2169,206,6,159941,0
user_217,262,2,55277,3
user_2170,576,3,62330,1
user_2171,12,4,100596,0
user_2172,5,9,187492,2
user_2173,39,5,114089,0
user_2174,356,6,137989,0
user_2175,346,2,51075,3
user_2176,633,2,74638,1
user_2177,34,6,124933,0
user_2178,231,3,64955,3
user_2179,33,9,255273,2
user_2180,721,1,4411,1
user_2183,246,2,13696,3
user_2184,74,6,172794,0
user_2185,11,8,225543,2
user_2186,694,1,13596,1
user_2187,43,6,101180,0
user_2188,1,5,155814,0
user_2189,32,5,73246,0
user_219,40,6,149142,0
user_2190,94,3,86802,3
user_2191,187,6,148142,0
user_2192,394,2,38881,1
user_2193,133,5,153290,0
user_2194,22,2,13217,3
user_2195,670,1,42034,1
user_2196,23,9,274627,2
user_2197,84,5,141338,0
user_2198,28,4,97987,0
user_2199,97,9,190790,2
user_22,79,9,193742,2
user_220,28,4,138301,0
user_2200,63,3,80729,3
user_2201,569,1,16688,1
user_2202,155,4,101683,3
user_2203,770,1,8638,1
user_2204,67,3,54320,3
user_2205,40,10,220252,2
user_2206,165,2,62072,3
user_2207,309,1,27739,3
user_2208,2,7,184384,0
user_2209,165,5,99100,0
user_221,6,8,189580,2
user_2210,48,2,31008,3
user_2211,194,6,160593,0
user_2212,68,9,261768,2
user_2213,526,1,45305,1
user_2214,311,3,27115,3
user_2215,491,3,100372,1
user_2216,1,6,158816,0
user_2217,391,3,59185,1
user_2218,123,9,234069,2
user_2219,61,5,112552,0
user_2220,369,6,152445,0
user_2221,133,6,133029,0
user_2222,17,6,155243,0
user_2223,267,6,134954,0
user_2224,117,4,74161,3
user_2225,137,4,114240,3
user_2226,62,8,193188,2
user_2227,66,4,99037,3
user_2228,160,7,132711,0
user_2229,400,3,35700,1
user_223,434,2,71942,1
user_2230,38,4,85805,3
user_2231,4,6,129836,0
user_2232,174,3,124005,3
user_2233,98,7,117327,0
user_2234,33,3,78423,3
user_2235,488,2,67241,1
user_2236,66,5,144791,0
user_2238,328,3,52362,3
user_2239,154,2,22314,3
user_2240,37,9,177468,2
user_2241,801,1,13590,1
user_2242,118,3,76427,3
user_2243,51,2,69617,3
user_2244,437,3,63993,1
user_2245,83,9,173387,2
user_2246,270,2,46573,3
user_2247,231,2,30406,3
user_2248,672,1,46267,1
user_2249,54,6,194083,0
user_225,107,3,72234,3
user_2250,507,6,180619,1
user_2251,151,3,96036,3
user_2252,58,7,173937,0
user_2253,166,8,218089,2
user_2254,16,7,201732,2
user_2255,9,4,140755,0
user_2256,75,6,143441,0
user_2257,218,3,87769,3
user_2258,295,4,93487,3
user_2259,45,10,212510,2
user_226,8,10,278673,2
user_2260,638,3,68314,1
user_2261,32,6,97188,0
user_2262,18,9,247455,2
user_2264,86,6,148712,0
user_2265,1,7,225533,2
user_2266,422,1,26306,1
user_2267,107,7,78430,0
user_2268,533,2,50102,1
user_2269,3,8,193061,2
user_227,324,4,142033,3
user_2270,98,2,46187,3
user_2271,236,3,94230,3
user_2272,443,4,75273,1
user_2273,603,3,25795,1
user_2274,257,6,101745,0
user_2276,65,6,144370,0
user_2277,568,2,50629,1
user_2278,43,6,143421,0
user_2279,54,6,158171,0
user_228,12,5,98689,0
user_2280,424,2,57692,1
user_2281,282,2,56860,3
user_2282,105,2,40688,3
user_2283,117,9,170541,2
user_2284,813,1,9073,1
user_2285,29,4,138630,0
user_2286,125,10,226710,2
user_2287,60,2,50344,3
user_2288,140,10,247315,2
user_2289,206,1,7237,3
user_229,486,3,64287,1
user_2290,7,9,141452,0
user_2291,170,7,230648,2
user_2292,84,6,133529,0
user_2293,41,6,192420,0
user_2294,289,3,47559,3
user_2295,85,3,36870,3
user_2296,165,9,243002,2
user_2297,33,3,87570,3
user_2298,104,8,210673,2
user_2299,2,1,23696,3
user_23,80,7,152180,0
user_2300,12,9,178692,2
user_2301,52,6,74809,0
user_2302,166,3,91145,3
user_2303,194,2,48766,3
user_2304,6,7,179726,0
user_2305,351,1,37045,1
user_2307,5,4,101438,0
user_2308,33,9,180986,2
user_2309,65,8,185481,2
user_231,711,1,15466,1
user_2310,93,4,145871,0
user_2311,5,8,184440,2
user_2312,9,10,288771,2
user_2313,98,4,83678,3
user_2314,85,10,268966,2
user_2315,93,9,226591,2
user_2316,265,3,120492,3
user_2317,226,6,151694,0
user_2318,281,3,56595,3
user_2319,24,4,105118,0
user_232,6,10,283748,2
user_2320,105,4,101165,3
user_2321,225,6,166258,0
user_2322,196,7,151741,0
user_2324,233,3,47752,3
user_2327,75,10,161376,2
user_2328,280,1,49150,3
user_233,53,3,71688,3
user_2330,174,9,218493,2
user_2331,323,7,207190,0
user_2332,112,6,149391,0
user_2333,571,3,81286,1
user_2334,35,1,41200,3
user_2335,211,6,136290,0
user_2336,29,7,196341,0
user_2338,66,8,170753,0
user_2339,20,9,269711,2
user_234,49,5,133567,0
user_2340,32,5,71207,0
user_2341,171,4,80864,3
user_2342,1,10,236410,2
user_2343,197,4,98634,3
user_2344,14,6,131393,0
user_2345,36,7,194670,0
user_2346,247,5,106730,0
user_2347,103,10,183200,2
user_2349,90,6,67951,0
user_235,173,9,229070,2
user_2351,20,2,53027,3
user_2352,33,9,279498,2
user_2353,11,9,170720,2
user_2354,164,9,279331,2
user_2355,105,7,200172,0
user_2356,252,4,121857,3
user_2357,759,2,44490,1
user_2358,155,3,76846,3
user_2359,146,7,171532,0
user_236,417,2,43460,1
user_2360,196,6,153291,0
user_2361,59,7,200713,2
user_2362,293,2,67647,3
user_2363,69,5,137930,0
user_2364,37,10,121164,0
user_2365,212,8,194529,2
user_2366,173,3,52376,3
user_2367,15,8,154115,0
user_2368,152,5,116259,0
user_2369,142,6,168662,0
user_237,104,9,186512,2
user_2370,359,2,83205,1
user_2372,243,10,175620,2
user_2374,189,1,5617,3
user_2375,290,8,215474,2
user_2376,4,2,84841,3
user_2377,102,9,300036,2
user_2378,360,1,25541,1
user_2379,54,5,130354,0
user_238,126,8,193343,2
user_2380,163,2,22928,3
user_2381,322,6,166435,0
user_2382,135,10,346761,2
user_2383,100,6,171573,0
user_2384,146,8,166131,0
user_2385,80,3,92738,3
user_2386,164,4,67031,3
user_2387,135,8,232807,2
user_2388,161,3,91973,3
user_2389,4,7,139843,0
user_239,171,6,126041,0
user_2390,148,3,53007,3
user_2391,226,4,87118,3
user_2392,3,8,242189,2
user_2394,89,2,43701,3
user_2395,138,6,182364,0
user_2396,3,8,264746,2
user_2397,27,8,218370,2
user_2398,29,10,261889,2
user_2399,22,8,284463,2
user_24,38,5,120485,0
user_240,66,9,220292,2
user_2400,144,7,173844,0
user_2401,252,7,197527,0
user_2403,79,4,115346,0
user_2404,439,2,13533,1
user_2405,43,6,148754,0
user_2407,51,3,80046,3
user_2408,243,2,24372,3
user_2409,32,7,155031,0
user_241,281,6,97518,0
user_2410,87,3,54007,3
user_2411,802,1,42268,1
user_2413,25,6,149418,0
user_2414,76,3,84304,3
user_2415,1,7,225245,2
user_2416,37,1,49398,3
user_2417,229,4,92183,3
user_2419,108,2,38042,3
user_242,394,4,92388,1
user_2422,651,1,30152,1
user_2423,143,9,239028,2
user_2424,42,4,90327,3
user_2425,44,8,245769,2
user_2427,130,6,151877,0
user_2428,23,6,103967,0
user_2429,146,2,65878,3
user_2430,349,3,49660,3
user_2431,53,3,59052,3
user_2432,81,3,41956,3
user_2433,193,4,106129,3
user_2434,44,10,292819,2
user_2435,78,7,157297,0
user_2436,174,7,196994,0
user_2437,27,6,177743,0
user_2438,81,4,113088,0
user_2439,90,5,131676,0
user_244,503,1,7997,1
user_2441,298,2,21783,3
user_2442,82,4,102201,3
user_2443,14,8,283938,2
user_2444,113,2,4630,3
user_2445,162,10,281294,2
user_2446,51,7,169763,0
user_2447,103,3,68648,3
user_2448,12,5,129932,0
user_2449,248,7,202399,0
user_245,2,10,320313,2
user_2450,464,3,91157,1
user_2451,140,8,150762,0
user_2452,110,10,257273,2
user_2453,2,10,303015,2
user_2454,80,5,124988,0
user_2455,157,9,246675,2
user_2456,236,4,124348,3
user_2457,319,3,100656,3
user_2458,814,1,39998,1
user_2459,469,4,119254,1
user_246,199,10,234705,2
user_2460,455,3,119387,1
user_2462,136,1,18137,3
user_2463,155,9,230727,2
user_2464,90,8,195604,2
user_2465,2,10,233783,2
user_2466,175,4,142910,0
user_2467,113,5,103861,0
user_2468,32,5,78855,0
user_2469,102,6,101358,0
user_247,6,9,221757,2
user_2470,128,10,132889,2
user_2471,46,9,257720,2
user_2472,311,1,25264,3
user_2473,20,1,25304,3
user_2475,147,2,38661,3
user_2476,149,10,291554,2
user_2478,37,5,159577,0
user_2479,99,2,65684,3
user_2480,80,7,219965,2
user_2481,310,4,82752,3
user_2482,324,5,154265,0
user_2485,48,3,99660,3
user_2486,66,5,138414,0
user_2487,6,6,85639,0
user_2488,51,9,188956,2
user_2489,2,10,163057,2
user_249,156,5,64518,3
user_2490,576,2,16216,1
user_2491,150,10,249742,2
user_2492,109,3,63926,3
user_2493,83,8,194744,2
user_2494,63,9,189625,2
user_2495,124,9,92590,0
user_2496,511,2,28490,1
user_2497,19,8,136339,0
user_2498,160,1,17512,3
user_2499,338,2,85408,3
user_25,11,9,256374,2
user_250,370,6,204014,0
user_2500,53,1,39275,3
user_2501,125,7,224798,2
user_2502,50,9,181089,2
user_2503,75,5,112947,0
user_2505,49,5,151854,0
user_2506,182,6,191609,0
user_2507,96,8,205768,2
user_2508,148,1,15556,3
user_2509,743,1,26471,1
user_251,9,2,56862,3
user_2510,4,8,232310,2
user_2511,344,3,102528,3
user_2512,216,2,57233,3
user_2513,8,9,284233,2
user_2514,527,2,72044,1
user_2515,255,6,59065,3
user_2516,218,7,97735,0
user_2517,296,5,155828,0
user_2518,798,1,45744,1
user_2519,251,1,11767,3
user_252,760,1,7406,1
user_2520,110,3,108100,3
user_2521,121,8,186247,2
user_2522,45,5,108739,0
user_2523,169,2,15180,3
user_2524,456,4,75735,1
user_2525,8,9,226975,2
user_2526,359,3,104704,3
user_2527,171,8,195599,2
user_2529,80,7,160163,0
user_253,3,4,114250,0
user_2530,157,10,313067,2
user_2531,135,10,270461,2
user_2532,126,4,84374,3
user_2533,196,4,106523,3
user_2534,41,10,193474,2
user_2535,90,2,52753,3
user_2536,508,1,25663,1
user_2537,177,7,225490,2
user_2538,97,5,109705,0
user_2539,75,9,233169,2
user_254,274,3,104817,3
user_2540,145,9,188261,2
user_2541,78,4,111669,0
user_2542,14,9,206906,2
user_2544,121,10,271944,2
user_2545,16,9,233474,2
user_2546,401,2,68393,1
user_2547,111,10,305805,2
user_2548,143,9,249720,2
user_2549,244,9,104287,0
user_255,257,9,235445,2
user_2550,93,9,161831,2
user_2551,417,5,77651,1
user_2553,370,3,35621,1
user_2554,37,6,184245,0
user_2555,326,5,159500,0
user_2556,54,10,283611,2
user_2557,696,1,29285,1
user_2558,363,2,44935,1
user_2559,233,6,172623,0
user_256,431,1,31829,1
user_2560,53,4,160814,0
user_2561,83,9,239907,2
user_2562,541,2,42796,1
user_2563,168,10,261606,2
user_2565,66,7,159575,0
user_2566,82,8,150147,0
user_2567,128,9,202984,2
user_2568,282,1,24512,3
user_257,149,5,123914,0
user_2570,8,9,223553,2
user_2571,597,2,10122,1
user_2572,24,8,325463,2
user_2573,295,7,187459,0
user_2574,292,2,62070,3
user_2575,21,9,247766,2
user_2576,2,10,299398,2
user_2577,524,1,48755,1
user_2578,109,3,78394,3
user_2579,120,5,112583,0
user_2580,341,5,112446,3
user_2581,194,8,166150,0
user_2582,412,2,54308,1
user_2583,5,5,150266,0
user_2584,44,4,110311,0
user_2586,46,2,64968,3
user_2587,475,4,121194,1
user_2588,112,10,250874,2
user_2589,1,9,220793,2
user_259,121,7,189829,0
user_2590,551,1,47814,1
user_2591,66,10,293041,2
user_2592,106,9,276220,2
user_2593,219,5,51885,3
user_2594,140,4,110517,3
user_2595,502,1,49494,1
user_2596,157,8,254406,2
user_2597,44,6,164347,0
user_2598,107,3,90489,3
user_26,1,10,210878,2
user_260,156,4,122078,0
user_2600,12,7,136159,0
user_2601,142,2,23549,3
user_2602,226,8,206216,2
user_2603,89,6,178081,0
user_2604,221,10,273886,2
user_2605,126,2,13359,3
user_2606,19,9,265813,2
user_2607,146,6,187777,0
user_2608,796,1,14788,1
user_2609,146,3,64722,3
user_261,26,7,175576,0
user_2611,7,10,155191,2
user_2612,86,2,56216,3
user_2614,33,10,168059,2
user_2615,7,9,203497,2
user_2616,13,9,276931,2
user_2617,96,6,132293,0
user_2618,443,2,74810,1
user_2619,3,1,39914,3
user_262,178,10,199585,2
user_2620,126,6,145080,0
user_2621,210,7,139263,0
user_2622,253,10,291785,2
user_2623,128,3,62513,3
user_2624,131,4,100600,3
user_2625,47,5,127823,0
user_2626,724,1,18125,1
user_2627,54,8,223782,2
user_2628,65,6,142968,0
user_2629,438,2,60521,1
user_263,73,4,145734,0
user_2630,93,4,97418,3
user_2631,39,10,294720,2
user_2632,149,6,158748,0
user_2633,42,10,280698,2
user_2634,430,2,51105,1
user_2635,48,3,95976,3
user_2637,53,2,73701,3
user_2638,277,3,27369,3
user_2639,34,8,179197,2
user_264,60,9,231760,2
user_2640,107,6,144789,0
user_2641,105,9,259796,2
user_2642,111,4,53407,3
user_2643,179,7,154051,0
user_2644,34,7,168480,0
user_2645,369,3,84934,1
user_2646,9,7,128975,0
user_2647,2,10,164373,2
user_2648,6,10,236199,2
user_2649,408,3,62747,1
user_265,102,5,74956,3
user_2650,91,4,37567,3
user_2651,64,6,129419,0
user_2652,262,3,40149,3
user_2653,258,3,87394,3
user_2654,122,9,175013,2
user_2655,3,10,240932,2
user_2658,249,6,172507,0
user_2659,4,10,188450,2
user_2660,8,10,274484,2
user_2661,85,2,34703,3
user_2662,689,3,49145,1
user_2663,184,2,73871,3
user_2664,261,2,47283,3
user_2665,502,2,70579,1
user_2666,636,4,99771,1
user_2667,15,9,245601,2
user_2668,650,2,72316,1
user_2669,119,4,90400,3
user_267,263,2,80610,3
user_2670,140,6,137839,0
user_2671,22,5,145921,0
user_2672,114,5,123495,0
user_2674,145,2,81099,3
user_2675,55,2,49367,3
user_2676,414,3,122821,1
user_2677,174,3,72183,3
user_2678,223,5,120381,0
user_2679,582,2,39964,1
user_268,60,6,141135,0
user_2681,18,8,249555,2
user_2682,12,8,124179,0
user_2683,242,4,98269,3
user_2684,27,9,158324,2
user_2685,68,7,124705,0
user_2686,46,8,125034,0
user_2687,64,2,66338,3
user_2688,146,4,67316,3
user_2689,287,3,112820,3
user_269,339,4,55627,3
user_2690,16,7,228168,2
user_2692,20,10,247114,2
user_2693,96,8,208080,2
user_2694,129,7,169470,0
user_2695,30,2,35905,3
user_2696,2,10,201415,2
user_2697,1,3,90259,3
user_2698,50,7,170451,0
user_2699,347,5,88773,3
user_27,153,10,290973,2
user_270,77,5,144099,0
user_2700,110,4,75645,3
user_2701,96,10,221296,2
user_2702,133,7,173974,0
user_2703,47,9,208371,2
user_2704,401,1,35122,1
user_2705,48,9,211799,2
user_2706,109,9,275484,2
user_2707,130,6,186640,0
user_2708,52,6,106041,0
user_2709,3,10,200699,2
user_271,158,5,102746,0
user_2710,73,6,160320,0
user_2711,25,5,94856,0
user_2712,57,5,117349,0
user_2713,76,7,191764,0
user_2714,218,3,47417,3
user_2715,259,3,101529,3
user_2716,62,2,27115,3
user_2717,127,6,65662,0
user_2718,349,3,67290,3
user_272,78,2,54218,3
user_2720,30,5,149246,0
user_2721,799,1,12809,1
user_2722,493,1,42162,1
user_2724,170,6,132511,0
user_2725,179,2,45443,3
user_2726,27,6,207243,0
user_2727,388,3,69684,1
user_2729,89,7,130409,0
user_273,275,2,71856,3
user_2730,125,2,16442,3
user_2731,5,4,105271,0
user_2732,32,7,165354,0
user_2733,65,5,145567,0
user_2734,138,9,178783,2
user_2735,70,7,179610,0
user_2736,677,3,67047,1
user_2737,641,2,42433,1
user_2738,224,2,32586,3
user_2739,25,9,240521,2
user_274,87,3,20441,3
user_2740,203,7,155967,0
user_2741,99,9,209178,2
user_2742,98,7,197626,0
user_2743,202,7,236660,2
user_2744,7,5,130062,0
user_2745,38,7,166108,0
user_2746,309,4,147918,3
user_2747,404,2,62058,1
user_2748,665,1,37387,1
user_2749,81,5,105902,0
user_275,131,8,202123,2
user_2750,24,2,32689,3
user_2751,21,9,233946,2
user_2753,229,3,77488,3
user_2754,194,1,27727,3
user_2755,119,5,84063,0
user_2757,16,7,246574,2
user_2758,95,8,190001,2
user_2759,467,3,34283,1
user_276,86,2,43610,3
user_2760,27,8,191439,2
user_2761,67,10,229462,2
user_2762,147,2,54821,3
user_2763,33,5,120833,0
user_2764,10,10,206138,2
user_2765,30,9,159425,2
user_2766,50,8,177716,2
user_2767,127,1,4655,3
user_2768,80,5,170706,0
user_2769,9,10,288469,2
user_277,48,6,85165,0
user_2770,10,10,287692,2
user_2771,160,7,195045,0
user_2772,171,3,95702,3
user_2773,1,10,184217,2
user_2774,4,3,86366,3
user_2777,111,6,159621,0
user_2778,109,9,224360,2
user_278,169,1,20833,3
user_2780,129,5,82407,3
user_2781,99,10,227316,2
user_2783,128,3,67537,3
user_2784,219,8,182149,2
user_2785,22,7,164345,0
user_2786,353,4,91490,3
user_2787,97,9,221661,2
user_2788,249,3,73560,3
user_2789,138,5,178362,0
user_279,77,3,81705,3
user_2790,151,9,210004,2
user_2791,644,2,35845,1
user_2792,58,5,99954,0
user_2793,172,4,60713,3
user_2794,249,7,154969,0
user_2795,51,6,136857,0
user_2796,31,6,141075,0
user_2797,34,7,151657,0
user_2798,28,8,183560,2
user_2799,114,5,73861,3
user_28,268,6,68921,3
user_280,234,8,147647,0
user_2800,33,2,27231,3
user_2801,35,9,237547,2
user_2802,37,8,238861,2
user_2803,28,3,66790,3
user_2804,657,2,51035,1
user_2805,83,3,105950,3
user_2806,46,2,41038,3
user_2807,282,5,168802,0
user_2808,27,6,213188,0
user_2809,34,8,113203,0
user_281,177,8,191603,2
user_2810,583,3,55815,1
user_2812,539,1,19044,1
user_2814,252,2,66598,3
user_2815,321,5,108339,3
user_2816,237,1,39392,3
user_2817,24,9,233976,2
user_2818,108,10,218659,2
user_2819,141,5,75484,3
user_282,91,6,170066,0
user_2820,168,8,234820,2
user_2821,266,3,43647,3
user_2822,439,1,47076,1
user_2823,166,5,117012,0
user_2824,606,2,45887,1
user_2825,448,3,98654,1
user_2826,22,10,239077,2
user_2827,283,4,109360,3
user_2828,186,2,76485,3
user_2829,325,1,36823,3
user_283,33,6,87768,0
user_2830,2,8,128047,0
user_2831,115,4,90733,3
user_2832,30,3,104811,3
user_2833,106,10,262483,2
user_2834,23,4,75984,3
user_2835,147,4,40132,3
user_2836,104,4,109480,3
user_2837,200,3,56688,3
user_2838,7,5,141942,0
user_2839,254,5,101441,3
user_284,443,7,125506,0
user_2840,401,3,43192,1
user_2842,24,8,117104,0
user_2843,234,10,225284,2
user_2844,324,3,84969,3
user_2845,239,1,23195,3
user_2846,289,1,8107,3
user_2847,260,3,77743,3
user_2848,215,3,89636,3
user_2849,180,3,129444,3
user_285,309,4,57986,3
user_2851,9,8,293504,2
user_2852,19,7,179295,0
user_2853,272,2,36585,3
user_2854,331,6,157138,0
user_2855,241,9,297127,2
user_2856,567,1,20986,1
user_2857,120,5,119956,0
user_2858,191,1,17005,3
user_2859,91,2,41840,3
user_286,14,9,260276,2
user_2860,631,1,9663,1
user_2861,418,3,38811,1
user_2862,55,7,192745,0
user_2863,98,1,28599,3
user_2864,41,3,87170,3
user_2865,319,5,145065,0
user_2866,29,8,182606,2
user_2868,73,9,281683,2
user_2869,248,4,60443,3
user_287,291,8,207498,2
user_2870,454,2,29838,1
user_2871,57,8,260272,2
user_2872,96,8,238847,2
user_2873,176,10,265233,2
user_2874,6,10,225462,2
user_2875,804,1,14139,1
user_2876,188,9,240333,2
user_2877,237,2,55626,3
user_2879,194,2,36794,3
user_288,274,3,72746,3
user_2880,366,2,49707,1
user_2881,396,3,103012,1
user_2882,21,2,67717,3
user_2883,9,7,133374,0
user_2884,108,10,263817,2
user_2885,241,4,126910,3
user_2886,482,2,37183,1
user_2887,144,4,115488,3
user_2888,209,5,86911,3
user_2889,32,6,145478,0
user_289,213,1,9353,3
user_2890,522,1,412,1
user_2891,118,9,224293,2
user_2892,210,10,201495,2
user_2895,34,8,242855,2
user_2896,135,3,70990,3
user_2897,22,6,104719,0
user_2898,429,5,138877,1
user_2899,100,5,95315,0
user_29,34,6,94225,0
user_290,77,1,10590,3
user_2900,101,7,199354,0
user_2901,357,2,62718,1
user_2902,225,4,115037,3
user_2903,176,9,279398,2
user_2904,102,7,219038,2
user_2905,57,7,77322,0
user_2906,39,8,188884,2
user_2907,15,9,178010,2
user_2908,129,7,179747,0
user_2909,245,5,114678,0
user_291,43,7,168339,0
user_2910,159,1,29454,3
user_2911,435,2,64223,1
user_2912,818,1,49741,1
user_2913,65,9,206819,2
user_2914,57,2,11243,3
user_2915,124,8,202146,2
user_2916,15,7,130676,0
user_2917,136,8,239984,2
user_2918,81,10,339486,2
user_2919,60,10,225725,2
user_292,118,9,200889,2
user_2920,144,2,71761,3
user_2922,590,2,80189,1
user_2923,94,4,144521,0
user_2924,54,7,107778,0
user_2925,26,5,82025,0
user_2927,47,5,184366,0
user_2929,2,10,219529,2
user_293,22,9,217477,2
user_2930,623,4,79776,1
user_2931,232,4,49338,3
user_2932,114,4,108086,3
user_2933,62,6,135829,0
user_2934,184,4,64352,3
user_2935,204,9,164557,2
user_2936,222,4,117835,3
user_2937,302,4,103250,3
user_2938,625,3,102461,1
user_2939,33,4,79743,3
user_2940,53,6,145858,0
user_2941,29,4,101621,0
user_2942,558,4,98474,1
user_2943,127,5,165207,0
user_2944,306,1,895,3
user_2945,29,9,219921,2
user_2946,186,5,105445,0
user_2947,28,5,70963,0
user_2948,10,2,53279,3
user_2949,369,8,151259,0
user_295,714,1,15512,1
user_2950,149,6,133521,0
user_2951,47,6,208272,0
user_2952,64,8,187300,2
user_2953,209,2,10975,3
user_2954,89,4,129831,0
user_2955,102,3,78291,3
user_2956,87,10,242908,2
user_2957,41,7,233876,2
user_2958,148,4,76233,3
user_2959,60,7,198837,2
user_2960,128,10,274896,2
user_2961,22,10,246222,2
user_2963,33,3,76954,3
user_2964,168,10,304607,2
user_2965,565,4,79240,1
user_2966,37,4,52265,3
user_2967,128,10,219690,2
user_2968,311,6,127171,0
user_2969,125,8,234252,2
user_297,260,7,165265,0
